Nova_Name,SIMBAD_Name,Input_Name,Nova_Aliases,Discovery_Date,Nova_Otypes,is_nova,is_recurrent,Peak_Mag,Filter,Uncertainty
V5667 Sgr,V5667 Sgr,V5667 Sgr,WTP 15aamvqj|V5667 Sgr|NOVA Sgr 2015|PNV J18142514-2554343,2/12/2015,CV*|No*|No?|V*|ev,TRUE,FALSE,9,V,FALSE
V1658 Sco,OGLE 2015-NOVA-1,V1658 Sco,V1658 Sco|OGLE 2015-NOVA-1|HIDDEN NAME V* V5852 Sgr,2/15/2015,No*|V*,TRUE,FALSE,12.7,I,FALSE
V5668 Sgr,V5668 Sgr,V5668 Sgr,GALEX J183656.8-285539|UCAC4 306-249734|2MASS J18365683-2855398|PNV J18365700-2855420|4FGL J1837.6-2904|WTP 16aafnbt|Gaia DR3 4048328906465571328|NOVA Sgr 2015 b|V5668 Sgr|USNO-B1.0 0610-00784923|Gaia DR2 4048328906465571328,3/15/2015,*|CV*|NIR|No*|No?|Q?|UV|V*|ev|gam,TRUE,FALSE,4,V,FALSE
V2944 Oph,V2944 Oph,V2944 Oph,WTP 15abgjhj|PNV J17291350-1846120|V2944 Oph|NOVA Oph 2015,3/29/2015,No*|No?|V*|ev,TRUE,FALSE,11.9,V,FALSE
V5669 Sgr,V5669 Sgr,V5669 Sgr,Gaia DR2 4062508582302805760|WTP 16aaekyi|PNV J18033275-2816054|V5669 Sgr,9/27/2015,*|No*|No?|V*|ev,TRUE,FALSE,8.7,V,FALSE
V1831 Aql,V1831 Aql,V1831 Aql,WTP 15abpbbz|PNV J19215012+1509248|NOVA Aql 2015|V1831 Aql|ASASSN -15qd,10/5/2015,No*|No?|V*|ev,TRUE,FALSE,14.7,V,FALSE
V2949 Oph,V2949 Oph,V2949 Oph,TCP J17344775-2409042|V2949 Oph,10/11/2015,CV*|No*|V*,TRUE,FALSE,11.7,V,FALSE
V5850 Sgr,V5850 Sgr,V5850 Sgr,PNV J18225925-1914148|V5850 Sgr,10/31/2015,CV*|No*|V*,TRUE,FALSE,11.3,V,FALSE
V555 Nor,V555 Nor,V555 Nor,V555 Nor|ASASSN -16ra|VVV J154145.24-530805.9,3/8/2016,No*|V*,TRUE,FALSE,12.43,V,FALSE
V3661 Oph,V3661 Oph,V3661 Oph,PNV J17355050-2934240|NOVA Oph 2016|V3661 Oph,3/11/2016,No*|V*,TRUE,FALSE,,,FALSE
V1655 Sco,V1655 Sco,V1655 Sco,V1655 Sco|WTP 17aabxsp|NOVA Sco 2016|PNV J17381927-3725077,6/10/2016,No*|No?|V*|ev,TRUE,FALSE,10.4,V,FALSE
V5854 Sgr,OGLE 2016-NOVA-2,V5854 Sgr,V5854 Sgr|OGLE 2016-NOVA-2,7/12/2016,CV*|No*|No?|V*,TRUE,FALSE,13.31,I,FALSE
V5853 Sgr,V5853 Sgr,V5853 Sgr,WTP 16aamwng|ASASSN -16ig|NOVA Sgr 2016 b|V5853 Sgr,8/6/2016,No*|No?|V*|ev,TRUE,FALSE,10.7,V,FALSE
V1656 Sco,V1656 Sco,V1656 Sco,WTP 17aabqyp|ASASSN -16kd|PNV J17225112-3158349|NOVA Sco 2016 b|V1656 Sco|VVV J172251.46-315837.1,9/6/2016,CV*|No*|No?|V*|ev,TRUE,FALSE,11.4,V,FALSE
V1659 Sco,V1659 Sco,V1659 Sco,V1659 Sco|ASASSN -16kb,9/7/2016,CV*|No*|V*,TRUE,FALSE,12.3,V,FALSE
V611 Sct,V611 Sct,V611 Sct,V611 Sct|ATLAS 16crq,9/7/2016,No*|V*|ev,TRUE,FALSE,13.4,V,FALSE
V407 Lup,V407 Lup,V407 Lup,WTP 17aaavpz|ASASSN -16kt|NOVA Lup 2016|V407 Lup|PNV J15290182-4449409|1eRASS J152902.2-444942,9/24/2016,No*|No?|V*|X|ev,TRUE,FALSE,5.6,V,FALSE
V5855 Sgr,V5855 Sgr,V5855 Sgr,WTP 17aahczz|NOVA Sgr 2016 c|V5855 Sgr|OGLE 2017-NOVA-1|OGLE-2017-BLG-0063|TCP J18102829-2729590,10/20/2016,No*|No?|V*|ev,TRUE,FALSE,7.3,V,FALSE
V5856 Sgr,V5856 Sgr,V5856 Sgr,NOVA Sgr 2016 d|PNV J18205200-2822100|ASASSN -16ma|V5856 Sgr,10/25/2016,No*|V*,TRUE,FALSE,5.4,V,FALSE
V1657 Sco,V1657 Sco,V1657 Sco,V1657 Sco|NOVA Sco 2017|PNV J16521887-3754189,2/1/2017,CV*|No*|V*,TRUE,FALSE,11.7,V,FALSE
V3662 Oph,V3662 Oph,V3662 Oph,TCP J17394608-2457555|V3662 Oph|NOVA Oph 2017,5/8/2017,No*|V*,TRUE,FALSE,14.1,V,FALSE
V1405 Cen,V1405 Cen,V1405 Cen,ASASSN -17gk|V1405 Cen|WTP 17aaexxo,5/17/2017,No*|No?|V*|ev,TRUE,FALSE,10.9,V,FALSE
V612 Sct,V612 Sct,V612 Sct,V612 Sct|ASASSN -17ib|ASASSN -17hx|NOVA Sct 2017,6/19/2017,No*|V*,TRUE,FALSE,8.5,V,FALSE
V549 Vel,V549 Vel,V549 Vel,Gaia 19dff|TIC 29045839|Gaia DR2 5328722978788574080|WISEA J085029.64-474527.9|WTP 18aadrrk|V549 Vel|NOVA Vel 2017|ASASSN -17mt|2MASS J08502962-4745283|WISE J085029.63-474528.0|DENIS J085029.6-474529|GSC2 S133102223561,9/24/2017,*|CV*|MIR|NIR|No*|No?|V*|ev,TRUE,FALSE,9.3,V,FALSE
V3664 Oph,[KW2003]  11,V3664 Oph,TIC 86351971|PNV J17244011-2421463|UCAC4 329-100286|WISE J172439.95-242147.4|ATO J261.1665-24.3631|V3664 Oph|WISEA J172439.95-242147.5|Gaia DR3 4110870983327739008|[KW2003]  11|2MASS J17243996-2421474|Gaia DR2 4110870983327739008,10/2/2017,*|CV?|Em*|LP?|MIR|Mi*|NIR|No*|Opt|V*,TRUE,FALSE,12.5,V,FALSE
V1660 Sco,VVV J173034.12-310607.0,V1660 Sco,V1660 Sco|Gaia DR3 4057953206583126400|Gaia DR1 4057953206583126400|VVV J173034.12-310607.0|ASASSN -17nj|Gaia DR2 4057953206583126400,10/14/2017,*|CV*|No?|V*|ev,TRUE,FALSE,13,V,FALSE
ASASSN-17no,ASASSN -17no,ASASSN-17no,Gaia 18ajn|AT 2018tm|ASASSN -17no,10/17/2017,ev,FALSE,FALSE,14.1,V,FALSE
V3663 Oph,PNV J17184490-2454220,V3663 Oph,PNV J17184490-2454220|V3663 Oph|PNV J17184504-2454221,11/11/2017,No*|V*,TRUE,FALSE,9.4,V,FALSE
V357 Mus,V357 Mus,V357 Mus,V357 Mus|WTP 19aaafqj|PNV J11261220-6531086|NOVA Mus 2018,1/14/2018,No*|No?|V*|ev,TRUE,FALSE,6.5,V,FALSE
V1661 Sco,V1661 Sco,V1661 Sco,V1661 Sco|NOVA Sco 2018|WTP 18aagrvf|PNV J17180658-3204279,1/17/2018,No*|No?|V*|ev,TRUE,FALSE,10.2,V,FALSE
Nova Circini 2018,FM Cir,Nova Circini 2018,FM Cir|WTP 18aafjde|PNV J13532700-6725110|NOVA Cir 2018,1/19/2018,No*|No?|V*|ev,TRUE,FALSE,5.9,V,FALSE
V1662 Sco,V1662 Sco,V1662 Sco,V1662 Sco|NOVA Sco 2018 b|PNV J16484962-4457032,2/6/2018,No*|V*,TRUE,FALSE,10.1,V,FALSE
V1663 Sco,V1663 Sco,V1663 Sco,V1663 Sco|ASASSN -18ds,2/24/2018,No*|V*,TRUE,FALSE,12.3,V,FALSE
V3665 Oph,V3665 Oph,V3665 Oph,V3665 Oph|WTP 18aabruk|NOVA Oph 2018 b|PNV J17140261-2849237|TCP J17140253-2849233,3/10/2018,No*|No?|V*|ev,TRUE,FALSE,9.4,V,FALSE
V906 Car,V906 Car,V906 Car,SNR G286.5-01.2|4FGL J1036.2-5936|Gaia DR3 5254540166225866496|Gaia DR1 5254540166225866496|VPHAS J103615.4-593553.7|ASASSN -18fv|NOVA Car 2018|Gaia DR2 5254540166225866496|V906 Car,3/22/2018,*|No*|Rad|SNR|SR?|V*|gam,TRUE,FALSE,5.9,V,FALSE
TCP J07134590-2112330,V435 CMa,TCP J07134590-2112330,V435 CMa|WTP 19aabpmc|TCP J07134590-2112330|NOVA CMa 2018,3/24/2018,No*|No?|V*|ev,TRUE,FALSE,12,V,FALSE
V5857 Sgr,PNV J18040967-1803581,V5857 Sgr,V5857 Sgr|WTP 19aabrsm|PNV J18040967-1803581,4/8/2018,No*|No?|V*|ev,TRUE,FALSE,10.8,V,FALSE
V392 Per,V392 Per,V392 Per,TIC 391262466|ATO J070.8390+47.3571|Gaia DR3 254361745823908736|2MASS J04432138+4721257|SV* SON 10653|V392 Per|Gaia DR2 254361745823908736|NOVA Per 2018|TCP J04432130+4721280,4/29/2018,*|CV*|NIR|No*|Opt|V*,TRUE,FALSE,6.2,V,FALSE
V408 Lup,PNV J15384000-4744500,V408 Lup,V408 Lup|WTP 18aafskc|PNV J15384000-4744500|NOVA Lup 2018,6/3/2018,No*|No?|V*|ev,TRUE,FALSE,9,V,FALSE
V613 Sct,V613 Sct,V613 Sct,NOVA Sct 2018|TCP J18292290-1430460|V613 Sct,6/29/2018,No*|V*,TRUE,FALSE,10.3,V,FALSE
V3666 Oph,PNV J17422408-2053088,V3666 Oph,V3666 Oph|PNV J17422408-2053088|WTP 19aablwf,8/8/2018,No*|No?|V*|ev,TRUE,FALSE,9,V,FALSE
Gaia18cew,AT 2018fcz,Gaia18cew,Gaia 18cew|AT 2018fcz|WTP 18aahazj,8/13/2018,No?|ev,TRUE,FALSE,14.9,V,FALSE
V556 Nor,PNV J16143400-5330050,V556 Nor,PNV J16143400-5330050|NOVA Nor 2018|V556 Nor,10/13/2018,No*|V*,TRUE,FALSE,10.16,V,FALSE
Gaia19buy,NOVA Aql 2019,Gaia19buy,AT 2019flb|Gaia 19buy|PGIR 20fbe|ZTF19aaontsz|WTP 19aacesp|NOVA Aql 2019,4/2/2019,No*|No?|ev,TRUE,FALSE,16.23,V,FALSE
V1706 Sco,V1706 Sco,V1706 Sco,WTP 19aagaly|AT 2019fez|V1706 Sco|ASASSN -19mo|NOVA Sco 2019,5/13/2019,CV*|No*|No?|V*|ev,TRUE,FALSE,13,V,FALSE
V3731 Oph,V3731 Oph,V3731 Oph,V3731 Oph|ZTF19abgnhzj|PGIR 20ekz|AT 2019aafo,7/12/2019,CV*|No*|V*|ev,TRUE,FALSE,13.3,V,FALSE
V2860 Ori,V2860 Ori,V2860 Ori,NOVA Ori 2019 a|PNV J06095740+1212255|PGIR 19bte|Gaia DR3 3342442918113299328|Gaia DR2 3342442918113299328|V2860 Ori,8/7/2019,*|No*|V*|ev,TRUE,FALSE,9.4,V,FALSE
V569 Vul,V569 Vul,V569 Vul,V569 Vul|PGIR 19bgv|AT 2019owg|WTP 19aaiklb|ZTF19abqknsv|Gaia 19dum,8/18/2019,No*|No?|V*|ev,TRUE,FALSE,16.3,g,FALSE
V3890 Sgr,V3890 Sgr,V3890 Sgr,TIC 226364061|UCAC4 330-158966|WISE J183043.28-240108.8|ATO J277.6803-24.0191|WISEA J183043.28-240108.9|PGIR 19fai|Gaia DR3 4077352126434336640|AAVSO 1824-24|NOVA Sgr 1962|SS 390|UCAC1  23612566|V3890 Sgr|2MASS J18304328-2401089|1RXS J183042.8-240104|OGLE BLG-LPV-232381|Gaia DR2 4077352126434336640,8/27/2019,*|Em*|LP*|LP?|MIR|NIR|No*|Opt|V*|X|ev,TRUE,FALSE,6.7,V,FALSE
V3730 Oph,AT 2019qfj,V3730 Oph,V3730 Oph|Gaia 19edn|AT 2019qfj,9/14/2019,No*|V*|ev,TRUE,FALSE,12.3,V,FALSE
V1707 Sco,V1707 Sco,V1707 Sco,PNV J17370958-3510211|V1707 Sco|NOVA Sco 2019 b,9/15/2019,No*|V*,TRUE,FALSE,10.3,V,FALSE
V2891 Cyg,V2891 Cyg,V2891 Cyg,UGPS J210925.52+481052.3|PSO J317.3563+48.1811|NOVA Cyg 2019|PGIR 19brv|AT 2019qwf|WTP 19aaitdo|Gaia 19ext|ZTF19abyukuy|V2891 Cyg,9/17/2019,*|CV*|NIR|No*|No?|Opt|V*|ev,TRUE,FALSE,10.6,J,FALSE
V659 Sct,V659 Sct,V659 Sct,PGIR 20dcl|AT 2019tpb|WTP 20aabyty|NOVA Sct 2019|V659 Sct|ASASSN -19aad|TCP J18395972-1025415,10/29/2019,No*|No?|V*|ev,TRUE,FALSE,8.3,V,FALSE
V6566 Sgr,PNV J17561375-2942546,V6566 Sgr,V6566 Sgr|WTP 20aabpov|PNV J17561375-2942546,1/30/2020,No*|No?|V*|ev,TRUE,FALSE,11.03,V,FALSE
V670 Ser,TCP J18104219-1534184,V670 Ser,TCP J18104219-1534184|V670 Ser,2/22/2020,No*|V*,TRUE,FALSE,11.8,V,FALSE
V1709 Sco,PNV J17120009-4017560,V1709 Sco,PNV J17120009-4017560|V1709 Sco,4/5/2020,No*|V*,TRUE,FALSE,12.7,V,FALSE
V2000 Aql,V2000 Aql,V2000 Aql,MASTER OT J184353.33+000350.9|V2000 Aql|PGIR 20duo|AT 2020kvq,5/12/2020,No*|V*|ev,TRUE,FALSE,15.6,r,FALSE
V6567 Sgr,V6567 Sgr,V6567 Sgr,ASASSN -20ga|ZTF20abdpwst|NOVA Sgr 2020 b|V6567 Sgr|PGIR 20dsv|AT 2020lrv,5/31/2020,CV*|No*|V*|ev,TRUE,FALSE,15.3,V,FALSE
Gaia20dfb,AT 2020oju,Gaia20dfb,Gaia 20dfb|AT 2020oju,7/9/2020,No*|ev,TRUE,FALSE,15.9,V,FALSE
V2029 Aql,V2029 Aql,V2029 Aql,V2029 Aql|PGIR 20eig|AT 2020qpq,7/13/2020,CV*|No*|V*|ev,TRUE,FALSE,13.35,J,FALSE
YZ Ret,YZ Ret,YZ Ret,YZ Ret|4FGL J0358.5-5432|HIDDEN NAME MGAB-V207|Gaia DR3 4731746232846281344|UCAC4 177-003680|2MASS J03582954-5446411|TIC 198005084|NOVA Ret 2020|EC 03572-5455|Gaia DR2 4731746232846281344|Gaia 20elz,7/15/2020,*|HS?|NIR|No*|V*|WD?|blu|ev|gam,TRUE,FALSE,3.7,V,FALSE
V6568 Sgr,V6568 Sgr,V6568 Sgr,PNV J17580848-3005376|NOVA Sgr 2020 c|V6568 Sgr,7/16/2020,CV*|No*|V*,TRUE,FALSE,9.9,V,FALSE
V1391 Cas,V1391 Cas,V1391 Cas,NOVA Cas 2020|V1391 Cas|TCP J00114297+6611190|PGIR 20emj,7/27/2020,CV*|No*|V*|ev,TRUE,FALSE,10.6,V,FALSE
V1708 Sco,V1708 Sco,V1708 Sco,TCP J17234205-3103072|NOVA Sco 2020|V1708 Sco|WISE J172342.06-310309.1|WISEA J172342.05-310309.2,9/8/2020,**|MIR|No*|V*|ev,TRUE,FALSE,12.3,V,FALSE
V6593 Sgr,V6593 Sgr,V6593 Sgr,V6593 Sgr|PGIR 20evr|AT 2020urz,10/2/2020,No*|No?|V*|ev,TRUE,FALSE,10.3,V,FALSE
V1112 Per,TCP J04291888+4354233,V1112 Per,TCP J04291884+4354232|NOVA Per 2020|TCP J04291888+4354233|V1112 Per|PGIR 20fbf,11/25/2020,No*|V*|ev,TRUE,FALSE,8.3,V,FALSE
V3732 Oph,NOVA Oph 2021,V3732 Oph,Gaia 21avt|AT 2021ddo|V3732 Oph|NOVA Oph 2021,2/15/2021,No*|V*|ev,TRUE,FALSE,15.75,G,FALSE
V1405 Cas,NOVA Cas 2021,V1405 Cas,PNV J23244760+6111140|V1405 Cas|NOVA Cas 2021|2MASS J23244772+6111149|Gaia 21bpe|TIC 269819908|UCAC4 756-077930|Gaia DR3 2015451512907540480,3/18/2021,*|NIR|No*|V*|ev,TRUE,FALSE,5.1,V,FALSE
V6594 Sgr,ASASSN -21eh,V6594 Sgr,TCP J18490521-1902054|ASASSN -21eh|V6594 Sgr,3/25/2021,No*|V*,TRUE,FALSE,9.3,V,FALSE
V6595 Sgr,V6595 Sgr,V6595 Sgr,PNV J17581670-2914490|V6595 Sgr|NOVA Sgr 2021 b,4/4/2021,No*|V*,TRUE,FALSE,7.7,V,FALSE
V1710 Sco,V1710 Sco,V1710 Sco,ASASSN -21fh|V1710 Sco|NOVA Sco 2021|AT 2021jiu|PNV J17091000-3730500,4/11/2021,No*|V*|ev,TRUE,FALSE,8.7,V,FALSE
V2030 Aql,AT 2021kgk,V2030 Aql,PGIR 21fjn|AT 2021kgk|V2030 Aql,4/19/2021,No*|V*|ev,TRUE,FALSE,,,FALSE
Gaia21cpb,AT 2021nwn,Gaia21cpb,AT 2021nwn|Gaia 21cpb|PGIR 21fvh,5/7/2021,No*|ev,TRUE,FALSE,15.133,G,FALSE
V1674 Her,NOVA Her 2021,V1674 Her,NOVA Her 2021|V1674 Her|TCP J18573095+1653396|ZTF19aasfsjq|Gaia DR3 4514092717838547584,6/12/2021,*|No*|V*|ev,TRUE,FALSE,6,V,FALSE
V1711 Sco,ASASSN -21lk,V1711 Sco,ASASSN -21lk|AT 2021quw|V1711 Sco,6/22/2021,No*|V*|ev,TRUE,FALSE,12.7,V,FALSE
V606 Vul,TCP J20210770+2914093,V606 Vul,TCP J20210770+2914093|V606 Vul,7/16/2021,No*|V*,TRUE,FALSE,10,V,FALSE
Gaia21dwe,AT 2021wkq,Gaia21dwe,Gaia 21dwe|AT 2021wkq,8/18/2021,No*|ev,TRUE,FALSE,16.33,G,FALSE
ASASSN-21pa,ASASSN -21pa,ASASSN-21pa,Gaia 21dyi|ASASSN -21pa,8/22/2021,No*|ev,TRUE,FALSE,14.86,G,FALSE
WTP,,WTP,,9/10/2021,,FALSE,FALSE,,,FALSE
Gaia21ejf,AT 2021aaav,Gaia21ejf,Gaia 21ejf|AT 2021aaav,9/19/2021,No*|ev,TRUE,FALSE,18.23,G,FALSE
Gaia21ejq,AT 2021aadi,Gaia21ejq,PGIR 21git|Gaia 21ejq|AT 2021aadi,9/19/2021,No*|ev,TRUE,FALSE,17.26,G,FALSE
Gaia21esm,AT 2021abxa,Gaia21esm,Gaia 21esm|AT 2021abxa,9/20/2021,No*|ev,TRUE,FALSE,13.77,G,FALSE
Gaia21eqn,AT 2021abud,Gaia21eqn,Gaia 21eqn|AT 2021abud,10/6/2021,No*|ev,TRUE,FALSE,13.86,G,FALSE
Gaia22alz,AT 2022bpq,Gaia22alz,AT 2022bpq|Gaia 22alz|Gaia DR3 5307057922488654848|NAME Nova Velorum 2022|WTP 22aabjjk,2/4/2022,*|No*|ev,TRUE,FALSE,10.8,V,FALSE
Gaia22bhs,AT 2022gjz,Gaia22bhs,Gaia 22bhs|AT 2022gjz,2/27/2022,No*|ev,TRUE,FALSE,17.55,G,FALSE
PGIR22gjh,AT 2022iev,PGIR22gjh,AT 2022iev|PGIR 22gjh,4/24/2022,No*|ev,TRUE,FALSE,9.4,J,FALSE
V415 Mus,,V415 Mus,,6/8/2022,,FALSE,FALSE,8.7,g,FALSE
TCP J15244460-6059200,TCP J15244460-6059200,TCP J15244460-6059200,TCP J15244460-6059200|FQ Cir,6/25/2022,V*,FALSE,FALSE,10.7,V,FALSE
PGIR22akgylf,,PGIR22akgylf,,8/16/2022,,FALSE,FALSE,,,TRUE
V6596 Sgr,,V6596 Sgr,,2/19/2023,,FALSE,FALSE,9.6,V,FALSE
Gaia23azk,AT 2023ctx,Gaia23azk,Gaia 23azk|AT 2023ctx,3/5/2023,No*|ev,TRUE,FALSE,13.9,G,FALSE
PGIR23gjp,AT 2023gde,PGIR23gjp,AT 2023gde|PGIR 23gjp|ZTF23aafailn,4/12/2023,No*|ev,TRUE,FALSE,9.5,J,FALSE
ZTF23aagmerr,ZTF23aagmerr,ZTF23aagmerr,ZTF23aagmerr,4/19/2023,No*|ev,TRUE,FALSE,16.44,r,FALSE
V1716 Sco,NOVA Sco 2023,V1716 Sco,PNV J17224490-4137160|NOVA Sco 2023|V1716 Sco,4/20/2023,No*|V*,TRUE,FALSE,7.3,V,FALSE
V6597 Sgr,,V6597 Sgr,,5/16/2023,,FALSE,FALSE,13.9,V,FALSE
V567 Nor,,V567 Nor,,6/27/2023,,FALSE,FALSE,13.9,V,FALSE
V6598 Sgr,TCP J17525020-2024150,V6598 Sgr,TCP J17525020-2024150|V6598 Sgr|Gaia DR3 4118800145787192064,7/15/2023,*|No*|V*,TRUE,FALSE,10.3,V,FALSE
V1717 Sco,TCP J17282355-3113163,V1717 Sco,TCP J17282355-3113163|V1717 Sco,7/24/2023,No*|V*,TRUE,FALSE,13.5,V,FALSE
V1718 Sco,,V1718 Sco,,8/31/2023,,FALSE,FALSE,13.1,V,FALSE
AT 2023tow,AT 2023tow,AT 2023tow,AT 2023tow|Gaia 23coj|ZTF23abceaws,9/11/2023,No*|ev,TRUE,FALSE,12.26,G,FALSE
V6620 Sgr,PNV J18025353-2914151,V6620 Sgr,PNV J18025353-2914151|V6620 Sgr,1/27/2024,No*|V*,TRUE,FALSE,9.7,V,FALSE
V1723 Sco,NOVA Sco 2024,V1723 Sco,PNV J17261813-3809354|NOVA Sco 2024|V1723 Sco,2/8/2024,No*|V*,TRUE,FALSE,6.8,V,FALSE
V4370 Oph,,V4370 Oph,,3/10/2024,,FALSE,FALSE,10.3,V,FALSE
V1724 Sco,,V1724 Sco,,3/19/2024,,FALSE,FALSE,14.1,g,FALSE
ZTF24aaomlxy,,ZTF24aaomlxy,,5/19/2024,,FALSE,FALSE,,,TRUE
PRIME24aadwvh,,PRIME24aadwvh,,7/15/2024,,FALSE,FALSE,11.3,H,FALSE
TCP J17490276-2324066,,TCP J17490276-2324066,,7/17/2024,,FALSE,FALSE,11.3,V,FALSE
V615 Vul,,V615 Vul,,7/29/2024,,FALSE,FALSE,9.7,V,FALSE
V1725 Sco,,V1725 Sco,,9/9/2024,,FALSE,FALSE,10.6,V,FALSE
V7991 Sgr,,V7991 Sgr,,1/26/2025,,FALSE,FALSE,9,V,FALSE
V7992 Sgr,,V7992 Sgr,,1/29/2025,,FALSE,FALSE,10.1,V,FALSE
PRIME25aaghjd,,PRIME25aaghjd,,2/16/2025,,FALSE,FALSE,8.7,H,FALSE
V7993 Sgr,,V7993 Sgr,,3/24/2025,,FALSE,FALSE,10.3,V,FALSE
V462 Lup,,V462 Lup,,6/12/2025,,FALSE,FALSE,5.4,V,FALSE
V572 Vel,,V572 Vel,,6/25/2025,,FALSE,FALSE,4.8,V,FALSE
V691 Ser,,V691 Ser,,7/17/2025,,FALSE,FALSE,11.9,V,FALSE
V4371 Oph,,V4371 Oph,,9/5/2025,,FALSE,FALSE,10.8,V,FALSE
V7994 Sgr,,V7994 Sgr,,9/21/2025,,FALSE,FALSE,6.6,V,FALSE
V1935 Cen,,V1935 Cen,,9/22/2025,,FALSE,FALSE,7.2,V,FALSE
PNV J12312434-5907133,,PNV J12312434-5907133,,11/29/2025,,FALSE,FALSE,12.1,CV,FALSE
Fermi J1820-1648,,Fermi J1820-1648,,2/18/2026,,FALSE,FALSE,13.12,Ic,FALSE
