Nova_Name,SIMBAD_Name,Input_Name,Nova_Aliases,Discovery_Date,Nova_Otypes,is_nova,is_recurrent,Peak_Mag,Filter,Uncertainty
V992 Sco,V992 Sco,V992 Sco,TIC 126173199|Gaia DR3 5965441877425525248|AAVSO 1700-43|EQ 1703-4312|NOVA Sco 1992|V992 Sco|2MASS J17071744-4315220|Gaia DR2 5965441877425525248,1992-05-22,*|CV*|NIR|No*|V*,True,False,,,False
V4169 Sgr,V4169 Sgr,V4169 Sgr,Gaia DR2 4051419667958619776|Gaia DR3 4051419667958619776|AAVSO 1817-28|NOVA Sgr 1992 b|V4169 Sgr,1992-07-09,*|No*|V*,True,False,,,False
V4171 Sgr,V4171 Sgr,V4171 Sgr,AAVSO 1817-23|NOVA Sgr 1992 c|V4171 Sgr,1992-10-13,No*|V*,True,False,,,False
V2295 Oph,V2295 Oph,V2295 Oph,AAVSO 1719-23|NOVA Oph 1993|V2295 Oph,1993-04-14,No*|V*,True,False,,,False
V1419 Aql,V1419 Aql,V1419 Aql,Gaia DR2 4267751638733390592|Gaia DR3 4267751638733390592|AAVSO 1908+01|EQ 1910+014|NOVA Aql 1993|RORF 1910+014|V1419 Aql,1993-05-13,*|No*|Rad|V*,True,False,,,False
V4327 Sgr,V4327 Sgr,V4327 Sgr,AAVSO 1806-29|NOVA Sgr 1993|V4327 Sgr,1993-08-14,No*|V*,True,False,,,False
V705 Cas,V705 Cas,V705 Cas,Gaia DR2 1998676229637930496|AAVSO 2337+56|NOVA Cas 1993|V705 Cas|1SWASP J234147.23+573100.7,1993-12-07,*|CV*|No*|V*,True,False,,,False
V4332 Sgr,V4332 Sgr,V4332 Sgr,TIC 224880311|WISEA J185036.69-212329.0|Gaia DR3 4079029779340685440|AAVSO 1844-21|NOVA Sgr 1994|V4332 Sgr|2MASS J18503669-2123288|EPIC 216975626|Gaia DR2 4079029779340685440|WISE J185036.69-212328.9|DENIS J185036.6-212328,1994-02-24,*|C*?|CV*|LP?|MIR|NIR|No*|V*|smm,True,False,,,False
V4362 Sgr,PTB 42,V4362 Sgr,TIC 432597778|WISE J183023.11-171157.0|WISEA J183023.12-171157.4|PN G015.3-03.3|PTB 42|AAVSO 1824-17|NOVA Sgr 1994 b|V4362 Sgr|2MASS J18302310-1711568,1994-05-16,MIR|NIR|No*|PN|V*,True,False,,,False
V2313 Oph,V2313 Oph,V2313 Oph,AAVSO 1729-19|NOVA Oph 1994|V2313 Oph,1994-06-01,No*|V*,True,False,,,False
BY Cir,BY Cir,BY Cir,Gaia DR2 5874108818084122624|Gaia DR3 5874108818084122624|AAVSO 1436-63|NOVA Cir 1995|BY Cir,1995-01-27,*|CV*|No*|V*,True,False,,,False
V1425 Aql,V1425 Aql,V1425 Aql,Gaia DR2 4262189587387791360|NOVA Aql 1995|V1425 Aql,1995-02-07,*|CV*|No*|V*,True,False,,,False
V888 Cen,V888 Cen,V888 Cen,TIC 438962414|Gaia DR2 6056093557416134400|Gaia DR3 6056093557416134400|AAVSO 1256-59|NOVA Cen 1995|V888 Cen|2MASS J13023180-6011362,1995-02-23,*|NIR|No*|V*,True,False,,,False
V723 Cas,V723 Cas,V723 Cas,TIC 252137205|UCAC4 721-009661|WISE J010505.34+540040.3|ATO J016.2723+54.0111|WISEA J010505.34+540040.3|Gaia DR3 411250132279713280|AAVSO 0059+53|NOVA Cas 1995|V723 Cas|2MASS J01050535+5400402|Gaia DR2 411250132279713280,1995-08-24,*|CV*|MIR|NIR|No*|Opt|V*,True,False,,,False
CP Cru,NOVA Cru 1996,CP Cru,Gaia DR2 6057768830885584896|AAVSO 1205-61|CP Cru|NOVA Cru 1996,1996-08-26,*|CV*|No*|V*,True,False,,,False
V1141 Sco,V1141 Sco,V1141 Sco,AAVSO 1747-30|NOVA Sco 1997|V1141 Sco|EQ J1754.2-3002,1997-06-05,No*|V*,True,False,,,False
V4633 Sgr,V4633 Sgr,V4633 Sgr,TIC 49767197|AAVSO 1815-27|NOVA Sgr 1998|V4633 Sgr|2MASS J18214048-2731372|2XMM J182140.5-273136,1998-03-22,*|CV*|NIR|No*|V*|X,True,False,,,False
V2487 Oph,V2487 Oph,V2487 Oph,TIC 230772569|[KRL2007b] 246|IGR J17320-1914|AAVSO 1726-19|NOVA Oph 1998|V2487 Oph|1RXS J173200.0-191349|2MASS J17315980-1913561|PBC J1731.9-1914|USNO-A1.0 0675-13305963|2XMM J173159.7-191355|SWIFT J1731.9-1915,1998-06-15,*|CV*|NIR|No*|V*|X|gam,True,False,,,False
V1142 Sco,V1142 Sco,V1142 Sco,AAVSO 1749-31|NOVA Sco 1998|V1142 Sco,1998-10-21,No*|V*,True,False,,,False
LZ Mus,LZ Mus,LZ Mus,TIC 306023513|Gaia DR2 5332325081994445696|AAVSO 1151-65|NOVA Mus 1998|LZ Mus|2MASS J11560927-6534201,1998-12-29,*|CV*|NIR|No*|V*,True,False,,,False
V4444 Sgr,V4444 Sgr,V4444 Sgr,TIC 248414728|OGLEII DIA BUL-SC19   1874|AAVSO 1801-27|NOVA Sgr 1999|V4444 Sgr|2MASS J18073619-2720132,1999-04-25,NIR|No*|V*,True,False,,,False
V382 Vel,V382 Vel,V382 Vel,ASAS J104448-5225.5|AAVSO 1040-51|NOVA Vel 1999|V382 Vel|UCAC4 188-056854|2MASS J10444840-5225310|WISE J104448.44-522530.8|Gaia DR3 5354475121660180096|USNO-A2.0 0375-12052050|Gaia DR2 5354475121660180096,1999-05-22,*|CV*|MIR|NIR|No*|V*,True,False,,,False
V1493 Aql,V1493 Aql,V1493 Aql,Gaia DR2 4313918654563864192|AAVSO 1903+12|NOVA Aql 1999|NOVA Aql 1999 a|V1493 Aql,1999-07-13,*|CV*|No*|V*,True,False,,,False
DD Cir,DD Cir,DD Cir,TIC 449041534|AAVSO 1415-68|NOVA Cir 1999|DD Cir|2MASS J14232340-6908452,1999-08-23,NIR|No*|V*,True,False,,,False
V1494 Aql,V1494 Aql,V1494 Aql,Gaia DR2 4292840222039932672|AAVSO 1918+04|NOVA Aql 1999 b|V1494 Aql,1999-12-01,*|CV*|EB*|No*|V*,True,False,,,False
V4642 Sgr,V4642 Sgr,V4642 Sgr,Gaia DR2 4119225897276223360|Gaia DR3 4119225897276223360|AAVSO 1749-19|NOVA Sgr 2000|V4642 Sgr,2000-02-04,*|No*|V*,True,False,,,False
V463 Sct,V463 Sct,V463 Sct,AAVSO 1828-14|Had V46|NOVA Sct 2000|V463 Sct,2000-03-05,No*|V*,True,False,,,False
V445 Pup,V445 Pup,V445 Pup,TIC 110608220|UCAC4 321-028955|WISE J073756.89-255658.9|WISEA J073756.89-255658.9|Gaia DR3 5614101084334720000|AAVSO 0733-25|V445 Pup|NOVA Pup 2000|2MASS J07375688-2556589|Gaia DR2 5614101084334720000|USNO-A2.0 0600-06937901|DENIS J073756.8-255659,2000-11-22,*|CV*|MIR|NIR|No*|V*,True,False,,,False
V4643 Sgr,V4643 Sgr,V4643 Sgr,TIC 133754112|Gaia DR3 4063915686330116864|AAVSO 1748-26|NOVA Sgr 2001|V4643 Sgr|2MASS J17544041-2614154|Gaia DR2 4063915686330116864|USNO-A2.0 0600-29446361,2001-02-24,*|NIR|No*|V*,True,False,,,False
V1178 Sco,V1178 Sco,V1178 Sco,TIC 260747077|AAVSO 1750-32|Had V92|NOVA Sco 2001|V1178 Sco|EQ J1757-3223|2MASS J17570664-3223053,2001-05-13,NIR|No*|V*,True,False,,,False
V2274 Cyg,V2274 Cyg,V2274 Cyg,Gaia DR2 2059110435281147264|AAVSO 2003+35|NOVA Cyg 2001|NOVA Cyg 2001 a|V2274 Cyg,2001-07-13,*|CV*|No*|V*,True,False,,,False
V2275 Cyg,V2275 Cyg,V2275 Cyg,TIC 289786644|Gaia DR3 2165524400435870464|AAVSO 2059+48|NOVA Cyg 2001 b|V2275 Cyg|2MASS J21030196+4845534|Gaia DR2 2165524400435870464|USNO-A2.0 1350-13345102,2001-08-18,*|CV*|NIR|No*|V*,True,False,,,False
V4739 Sgr,V4739 Sgr,V4739 Sgr,AAVSO 1818-30B|NOVA Sgr 2001 b|V4739 Sgr,2001-08-26,No*|V*,True,False,,,False
V4740 Sgr,V4740 Sgr,V4740 Sgr,AAVSO 1805-30|NOVA Sgr 2001 c|V4740 Sgr,2001-09-05,No*|V*,True,False,,,False
V1039 Cen,V1039 Cen,V1039 Cen,Gaia DR3 5852365632055116672|USNO-A2.0 0225-18568174|Gaia DR2 5852365632055116672|AAVSO 1348-63|NOVA Cen 2001|V1039 Cen,2001-10-01,*|CV*|No*|V*,True,False,,,False
IM Nor,IM Nor,IM Nor,Gaia DR2 5886055870915579648|AAVSO 1532-52|NOVA Nor 1920|SV* HV  3532|IM Nor,2002-01-03,*|CV*|No*|V*,True,False,,,False
V2540 Oph,V2540 Oph,V2540 Oph,Gaia DR2 4124769085076395264|AAVSO 1731-16|Had V105|NOVA Oph 2002|V2540 Oph,2002-01-24,*|CV*|No*|V*,True,False,,,False
V4741 Sgr,V4741 Sgr,V4741 Sgr,NOVA Sgr 2002|AAVSO 1753-30B|V4741 Sgr,2002-04-15,No*|V*,True,False,,,False
V4742 Sgr,V4742 Sgr,V4742 Sgr,Gaia DR2 4064404384886943488|AAVSO 1756-25|NOVA Sgr 2002 b|V4742 Sgr|UGPS J180221.86-252032.1|OGLE BLG664.5  13499|OGLE BLG-ECL-126|[RMB2008] G004.9856-01.3900,2002-09-15,*|AB?|CV*|EB*|NIR|No*|V*,True,False,,,False
V4743 Sgr,V4743 Sgr,V4743 Sgr,Gaia DR3 4081719283536234496|USNO-A2.0 0675-31094614|Gaia DR2 4081719283536234496|V4743 Sgr|NOVA Sgr 2002 c|AAVSO 1855-22|2XMM J190109.3-220003|EPIC 216631947|2MASS J19010934-2200062,2002-09-20,*|CV*|NIR|No*|V*|X,True,False,,,False
V4744 Sgr,V4744 Sgr,V4744 Sgr,NOVA Sgr 2002 d|V4744 Sgr,2002-10-25,No*|V*,True,False,,,False
V2573 Oph,V2573 Oph,V2573 Oph,NOVA Oph 2003|V2573 Oph,2003-07-10,No*|V*,True,False,,,False
V5113 Sgr,V5113 Sgr,V5113 Sgr,Gaia DR2 4050947805747239168|NOVA Sgr 2003 b|V5113 Sgr,2003-09-17,*|CV*|No*|V*,True,False,,,False
DE Cir,DE Cir,DE Cir,TIC 455637054|Gaia DR3 5875274742759861632|NOVA Cir 2003|DE Cir|2MASS J15175268-6157162,2003-10-09,*|CV*|NIR|No*|V*,True,False,,,False
V5114 Sgr,V5114 Sgr,V5114 Sgr,NOVA Sgr 2004|V5114 Sgr,2004-03-15,No*|V*,True,False,,,False
V2574 Oph,V2574 Oph,V2574 Oph,Gaia DR2 4116506530138898560|NOVA Oph 2004|V2574 Oph,2004-04-14,*|CV*|No*|V*,True,False,,,False
V1187 Sco,V1187 Sco,V1187 Sco,NOVA Sco 2004 b|V1187 Sco,2004-08-03,No*|V*,True,False,,,False
V574 Pup,V574 Pup,V574 Pup,Gaia DR3 5613739856095351552|USNO-A2.0 0600-07224298|Gaia DR2 5613739856095351552|NOVA Pup 2004|V574 Pup,2004-11-20,*|CV*|No*|V*,True,False,,,False
V2361 Cyg,V2361 Cyg,V2361 Cyg,NOVA Cyg 2005|V2361 Cyg|IPHAS J200919.02+394852.8,2005-02-10,*|No*|V*,True,False,,,False
V382 Nor,V382 Nor,V382 Nor,NOVA Nor 2005|V382 Nor,2005-03-13,No*|V*,True,False,,,False
V5115 Sgr,V5115 Sgr,V5115 Sgr,NOVA Sgr 2005 a|p. NOVA Sgr 2005 No 1|NOVA Sgr 2005|V5115 Sgr,2005-03-28,No*|V*,True,False,,,False
V1663 Aql,V1663 Aql,V1663 Aql,NOVA Aql 2005|V1663 Aql|ASAS J190512+0514.2,2005-06-09,No*|V*,True,False,,,False
V5116 Sgr,V5116 Sgr,V5116 Sgr,Gaia DR2 4049414055762543744|NOVA Sgr 2005 b|V5116 Sgr|OGLE BLG657.24   3809|OGLE BLG-ECL-201,2005-07-04,*|CV*|EB*|No*|V*,True,False,,,False
V1188 Sco,V1188 Sco,V1188 Sco,NOVA Sco 2005|V1188 Sco,2005-07-25,No*|V*,True,False,,,False
V1047 Cen,V1047 Cen,V1047 Cen,NOVA Cen 2005|V1047 Cen,2005-08-01,No*|V*,True,False,,,False
V476 Sct,V476 Sct,V476 Sct,NOVA Sct 2005|V476 Sct,2005-09-30,No*|V*,True,False,,,False
V477 Sct,V477 Sct,V477 Sct,NOVA Sct 2005 b|V477 Sct,2005-10-11,No*|V*,True,False,,,False
V2575 Oph,NOVA Oph 2006,V2575 Oph,V2575 Oph|NOVA Oph 2006,2006-02-09,No*|V*,True,False,,,False
V5117 Sgr,V5117 Sgr,V5117 Sgr,NOVA Sgr 2006|V5117 Sgr,2006-02-17,No*|V*,True,False,,,False
V2362 Cyg,V2362 Cyg,V2362 Cyg,Gaia DR2 1970321714549394304|NOVA Cyg 2006|V2362 Cyg|UGPS J211132.35+444803.7,2006-04-02,*|CV*|NIR|No*|V*,True,False,,,False
V1065 Cen,V1065 Cen,V1065 Cen,TIC 267069451|2MASS J11431012-5804040|V1065 Cen|NOVA Cen 2007|USNO-B1.0 0319-00360318|GSC2 S111210165373,2007-01-23,*|NIR|No*|V*,True,False,,,False
V1280 Sco,V1280 Sco,V1280 Sco,NOVA Sco 2007 a|V1280 Sco|NOVA Sco 2007|Gaia DR3 6026826447672231680,2007-02-04,*|No*|Pu*|V*,True,False,,,False
V1281 Sco,V1281 Sco,V1281 Sco,NOVA Sco 2007 b|V1281 Sco,2007-02-19,No*|V*,True,False,,,False
V2467 Cyg,V2467 Cyg,V2467 Cyg,TIC 15556256|Gaia DR3 2068080976989664768|SDSS J202812.47+414836.3|NOVA Cyg 2007|V2467 Cyg|2MASS J20281249+4148365|USNO-A2.0 1275-13944467|Gaia DR2 2068080976989664768,2007-03-15,*|CV*|NIR|No*|Opt|V*,True,False,,,False
V2615 Oph,V2615 Oph,V2615 Oph,Gaia DR2 4068424229472672256|V2615 Oph|NOVA Oph 2007,2007-03-19,*|CV*|No*|V*,True,False,,,False
V5558 Sgr,V5558 Sgr,V5558 Sgr,Gaia DR2 4095547845604621824|2MASS J18101806-1846516|V5558 Sgr|NOVA Sgr 2007|Gaia DR3 4095547845604621824,2007-04-14,*|NIR|No*|V*,True,False,,,False
V390 Nor,V390 Nor,V390 Nor,V390 Nor|NOVA Nor 2007,2007-06-15,No*|V*,True,False,,,False
V458 Vul,V458 Vul,V458 Vul,PN G058.6-03.6|Gaia DR2 1826449965231860608|NOVA Vul 2007|V458 Vul|USNO-A2.0 1050-15545600|USNO-B1.0 1108-00460444|IPHASX J195424.6+205252,2007-08-04,*|CV*|ISM|No*|PN|V*,True,False,,,False
V598 Pup,V598 Pup,V598 Pup,TIC 157451427|WISEA J070542.50-381439.2|Gaia DR3 5565582591127646336|NOVA Pup 2007 b|V598 Pup|XMMSL1 J070542.7-381442|DENIS J070542.5-381439|WISE J070542.50-381439.1|2MASS J07054250-3814394|USNO-B1.0 0517-00077953|USNO-A2.0 0450-03360039|GSC2 S132310125128|Gaia DR2 5565582591127646336,2007-08-08,*|CV*|HS?|MIR|NIR|No*|V*|X|blu,True,False,,,False
V597 Pup,V597 Pup,V597 Pup,Gaia DR2 5546402675939272576|NOVA Pup 2007|V597 Pup|GSC2.3 S65B052556,2007-08-14,*|CV*|No*|V*,True,False,,,False
V459 Vul,V459 Vul,V459 Vul,NOVA Vul 2007 b|V459 Vul,2007-12-25,No*|V*,True,False,,,False
V2468 Cyg,V2468 Cyg,V2468 Cyg,NOVA Cyg 2008|NOVA Cyg 2008 a|V2468 Cyg|Gaia DR2 2030133463486427776,2008-03-07,*|CV*|No*|V*,True,False,7.4,V,False
NR TrA,NR TrA,NR TrA,Gaia DR3 5831360939882877312|NR TrA|NOVA TrA 2008|Gaia DR2 5831360939882877312,2008-04-01,*|CV*|EB*|No*|V*,True,False,9.2,V,False
V2491 Cyg,V2491 Cyg,V2491 Cyg,Gaia DR3 2033300327537067264|SWIFT J1943.0+3219|1RXS J194259.9+321940|2RXP J194302.0+321912|NOVA Cyg 2008 b|V2491 Cyg|XMMSL1 J194301.9+321911|SWIFT J1942.8+3220|2XMM J194301.7+321912|2XMMi J194301.7+321912|SWIFT J194302.1+321913|USNO-B1.0 1223-00482965|GSC2 N030133067091|Gaia DR2 2033300327537067264,2008-04-10,*|CV*|No*|V*|X,True,False,7.1,V,False
V5579 Sgr,V5579 Sgr,V5579 Sgr,V5579 Sgr|NOVA Sgr 2008,2008-04-18,No*|V*,True,False,8.4,V,False
V2670 Oph,V2670 Oph,V2670 Oph,V2670 Oph|NOVA Oph 2008 a|NOVA Oph 2008,2008-05-25,No*|V*,True,False,10.3,V,False
V2671 Oph,V2671 Oph,V2671 Oph,NOVA Oph 2008 b|V2671 Oph,2008-05-31,No*|V*,True,False,11.3,V,False
V1212 Cen,V1212 Cen,V1212 Cen,[PSP2008] J143503-6406.4|V1212 Cen,2008-08-26,No*|V*,True,False,,,False
V1309 Sco,V1309 Sco,V1309 Sco,WISE J175732.94-304309.8|[MLV2014] A|Gaia DR3 4044184503560991744|[NNK2008b] J175732.94-304310.0|V1309 Sco|NOVA Sco 2008|Gaia DR2 4044184503560991744,2008-09-02,*|CV*|MIR|No*|V*,True,False,9.5,V,False
V1721 Aql,V1721 Aql,V1721 Aql,TIC 196309043|2MASS J19062860+0706444|SSTGLMC G040.9719-00.0832|NOVA Aql 2008|V1721 Aql|[YIN2008] J190628.58+070644.3,2008-09-22,*|CV*|MIR|NIR|No*|V*,True,False,14.0,V,False
QY Mus,QY Mus,QY Mus,Gaia DR3 5845496055203074560|USNO-B1.0 0223-00511401|QY Mus|NOVA Mus 2008|Gaia DR2 5845496055203074560,2008-09-28,*|CV?|No*|V*,True,False,8.6,V,False
V1375 Cen,V1375 Cen,V1375 Cen,TIC 304286537|Gaia DR3 5334608939454354688|NOVA Cen 2008|XMMU J115113.3-623730|2MASS J11511302-6237292|USNO-B1.0 0273-00386669|V1375 Cen|Gaia DR2 5334608939454354688,2008-11-23,*|CV*|NIR|No*|V*|X,True,False,10.5,V,True
V679 Car,V679 Car,V679 Car,V679 Car|NOVA Car 2008,2008-11-26,No*|V*,True,False,7.55,V,False
V5580 Sgr,V5580 Sgr,V5580 Sgr,Gaia DR3 4051490002468668288|V5580 Sgr|NOVA Sgr 2008 b,2008-11-29,*|CV*|EB*|No*|V*,True,False,8.0,V,False
V5582 Sgr,V5582 Sgr,V5582 Sgr,Gaia DR2 4119719440512134400|V5582 Sgr|NOVA Sgr 2009 b,2009-02-23,*|CV*|No*|V*,True,False,11.5,V,False
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,2009-04-18,*|CV?|LP?|MIR|NIR|No*|V*,True,False,12.5,V,False
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,2009-04-18,*|CV?|LP?|MIR|NIR|No*|V*,True,False,12.5,V,False
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,2009-04-21,*|CV?|LP?|MIR|NIR|No*|V*,True,False,,,False
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,2009-04-21,*|CV?|LP?|MIR|NIR|No*|V*,True,False,,,False
V1213 Cen,V1213 Cen,V1213 Cen,V1213 Cen|NOVA Cen 2009,2009-05-08,No*|V*,True,False,8.5,V,False
V5583 Sgr,V5583 Sgr,V5583 Sgr,NOVA Sgr 2009 c|V5583 Sgr,2009-08-06,No*|V*,True,False,7.7,V,False
V2672 Oph,V2672 Oph,V2672 Oph,NOVA Oph 2009|V2672 Oph,2009-08-16,No*|V*,True,False,10.0,V,False
V496 Sct,V496 Sct,V496 Sct,NOVA Sct 2009|V496 Sct,2009-10-08,No*|V*,True,False,8.8,V,False
V5584 Sgr,V5584 Sgr,V5584 Sgr,NOVA Sgr 2009 d|V5584 Sgr,2009-10-26,No*|V*,True,False,9.3,V,False
KT Eri,KT Eri,KT Eri,TIC 167485724|USNO-B1.0 0798-00048707|Gaia DR2 3184664584368981760|UCAC4 400-006818|WISE J044754.20-101043.1|KT Eri|NOVA Eri 2009|DENIS J044754.2-101042|ATO J071.9758-10.1786|WISEA J044754.20-101042.7|Gaia DR3 3184664584368981760|2MASS J04475419-1010429|GSC 05325-01837|1eRASS J044754.2-101047,2009-11-25,*|CV*|MIR|NIR|No*|Opt|V*|X,True,False,5.4,V,False
V1722 Aql,V1722 Aql,V1722 Aql,NOVA Aql 2009|V1722 Aql,2009-12-14,No*|V*,True,False,10.9,V,False
V2673 Oph,V2673 Oph,V2673 Oph,V2673 Oph|NOVA Oph 2010,2010-01-15,No*|V*,True,False,8.8,V,False
V5585 Sgr,V5585 Sgr,V5585 Sgr,Gaia DR2 4050728590537062016|NOVA Sgr 2010|V5585 Sgr,2010-01-20,*|CV*|No*|V*,True,False,8.5,V,False
V2674 Oph,V2674 Oph,V2674 Oph,Gaia DR2 4059566739953564672|V2674 Oph|NOVA Oph 2010 b,2010-02-18,*|CV*|No*|V*,True,False,9.4,V,False
V1310 Sco,V1310 Sco,V1310 Sco,NOVA Sco 2010|V1310 Sco,2010-02-20,No*|V*,True,False,10.5,V,False
V407 Cyg,EM* AS  453,V407 Cyg,TIC 357457104|TOI-1330|Gaia DR3 2163465736706055936|2MASS J21020980+4546329|AAVSO 2058+45|AN  148.1940|EM* AS  453|EM* UHA  124|GSC 03588-02258|HBHA 4703-01|MHA 289-90|NOVA Cyg 1936|V407 Cyg|[KW97] 54-36|UCAC3 272-208133|GSC2.3 N324004289|GSC2 N03313304289|Fermi J2102+4542|EQ J2102+4542|2FGL J2102.2+4546|3FGL J2102.3+4547|Gaia DR2 2163465736706055936,2010-03-10,*|Em*|EmO|LP*|NIR|No*|Sy*|V*|ev|gam,True,False,6.8,V,False
V6345 Sgr,WISE J181834.00-284919.6,V6345 Sgr,Gaia DR2 4051342393007427456|V6345 Sgr|WISEA J181834.01-284919.8|WISE J181834.00-284919.6,2010-03-24,*|CV*|MIR|No*|V*,True,False,,,False
V5586 Sgr,V5586 Sgr,V5586 Sgr,2MASS J17530316-2812182|TIC 132145723|V5586 Sgr|NOVA Sgr 2010 b,2010-04-23,CV*|NIR|No*|V*,True,False,11.2,V,False
V1311 Sco,V1311 Sco,V1311 Sco,V1311 Sco|NOVA Sco 2010 b,2010-04-25,No*|V*,True,False,8.6,V,False
V1723 Aql,V1723 Aql,V1723 Aql,V1723 Aql|NOVA Aql 2010,2010-09-11,No*|V*,True,False,12.4,V,False
V5587 Sgr,V5587 Sgr,V5587 Sgr,V5587 Sgr|NOVA Sgr 2011|NOVA Sgr 2011 a|PNV J17474639-2335112,2011-01-25,No*|V*,True,False,11.0,V,False
V5588 Sgr,V5588 Sgr,V5588 Sgr,Gaia DR2 4066628490739652224|V5588 Sgr|NOVA Sgr 2011 b|PNV J18102135-2305306,2011-03-27,*|CV*|No*|V*,True,False,11.7,V,False
V1312 Sco,V1312 Sco,V1312 Sco,V1312 Sco|NOVA Sco 2011|PNV J16551100-3838120,2011-06-01,No*|V*,True,False,9.5,V,False
PNV J14542000-5505030,PR Lup,PNV J14542000-5505030,PR Lup|PNV J14542000-5505030|NOVA Lup 2011,2011-08-04,No*|V*,True,False,8.5,V,False
V1313 Sco,V1313 Sco,V1313 Sco,NOVA Sco 2011 b|PNV J16364440-4132340|PNV J16364300-4132460|V1313 Sco,2011-09-06,No*|V*,True,False,9.1,V,False
V965 Per,V965 Per,V965 Per,NOVA Per 2011|V965 Per,2011-11-07,CV*|No*|V*,True,False,,,False
V834 Car,V834 Car,V834 Car,NOVA Car 2012|V834 Car,2012-02-26,No*|V*,True,False,10.5,V,False
V1368 Cen,V1368 Cen,V1368 Cen,NOVA Cen 2012|PNV J13410800-5815470|V1368 Cen,2012-03-23,No*|V*,True,False,8.4,V,False
V2676 Oph,V2676 Oph,V2676 Oph,NOVA Oph 2012|PNV J17260708-2551454|NOVA Oph 2012 a|V2676 Oph,2012-03-25,No*|V*,True,False,10.9,V,False
V1428 Cen,PNV J14250600-5845360,V1428 Cen,V1428 Cen|PNV J14250600-5845360|NOVA Cen 2012 b,2012-04-04,No*|V*,True,False,9.0,V,False
V5589 Sgr,V5589 Sgr,V5589 Sgr,Gaia DR2 4068844517774588544|NOVA Sgr 2012|PNV J17452791-2305213|V5589 Sgr,2012-04-21,*|CV*|No*|V*,True,False,9.0,V,False
V5863 Sgr,OGLE 2012-NOVA-1,V5863 Sgr,V5863 Sgr|OGLE 2012-NOVA-1,2012-05-02,No*|V*,True,False,12.5,I,False
V5590 Sgr,IRAS 18079-2718,V5590 Sgr,TIC 249298964|WISEA J181103.70-271729.3|Gaia DR3 4062997383662308736|IRAS 18079-2718|AKARI-IRC-V1 J1811037-271728|2MASS J18110370-2717294|WISE J181103.69-271729.3|PNV J18110375-2717276|NOVA Sgr 2012 b|V5590 Sgr|Gaia DR2 4062997383662308736,2012-05-08,*|Em*|IR|LP?|MIR|NIR|No*|Sy?|V*,True,False,12.5,V,False
