Nova_Name,SIMBAD_Name,Input_Name,Nova_Aliases,Discovery_Date,Nova_Otypes,is_nova,is_recurrent,Peak_Mag,Filter,Uncertainty
V2677 Oph,V2677 Oph,V2677 Oph,NOVA Oph 2012 b|PNV J17395600-2447420|V2677 Oph,2012-05-19,No*|V*,True,False,9.5,V,False
V1324 Sco,V1324 Sco,V1324 Sco,Gaia DR3 4043499439062100096|NOVA Sco 2012|MOA  2012-BLG-320|V1324 Sco|Gaia DR2 4043499439062100096,2012-05-22,*|CV*|No*|V*,True,False,9.0,V,False
V5591 Sgr,V5591 Sgr,V5591 Sgr,Gaia DR3 4070639406140587776|NOVA Sgr 2012 c|PNV J17522579-2126215|V5591 Sgr|Gaia DR2 4070639406140587776,2012-06-26,*|No*|V*,True,False,9.0,V,False
V5592 Sgr,V5592 Sgr,V5592 Sgr,NOVA Sgr 2012 d|PNV J18202726-2744263|V5592 Sgr,2012-07-07,No*|V*,True,False,7.7,V,False
V5593 Sgr,V5593 Sgr,V5593 Sgr,Gaia DR3 4094607969324071680|NOVA Sgr 2012 e|PSN J18193700-1907400|PNV J18193700-1907400|V5593 Sgr|Gaia DR2 4094607969324071680,2012-07-16,*|No*|SN?|V*,True,False,12.2,V,False
V959 Mon,V959 Mon,V959 Mon,Gaia DR2 3131126129104233344|2MASS J06393860+0553529|WISE J063938.57+055351.5|WISEA J063938.56+055351.6|NOVA Mon 2012|PNV J06393874+0553520|PSN J06393874+0553520|V959 Mon|Fermi J0639+0548|UGPS J063938.60+055352.9,2012-08-09,*|CV*|MIR|NIR|No*|SN?|V*|gam,True,False,9.4,V,True
V1724 Aql,V1724 Aql,V1724 Aql,PNV J18523496-0018423|NOVA Aql 2012|V1724 Aql,2012-10-20,CV*|No*|V*,True,False,11.2,V,False
V809 Cep,V809 Cep,V809 Cep,NOVA Cep 2013|PNV J23080471+6046521|V809 Cep,2013-02-02,No*|V*,True,False,9.8,V,False
V1533 Sco,V1533 Sco,V1533 Sco,NOVA Sco 2013|V1533 Sco,2013-06-03,No*|V*,True,False,11.3,V,False
V339 Del,V339 Del,V339 Del,ATO J305.8778+20.7676|Gaia DR3 1817026669528976768|NOVA Del 2013|V339 Del|CMC14 J202330.6+204603|GSC2.3 N2PR055540|GSC2 N031233355540|USNO-B1.0 1107-00509795|PNV J20233073+2046041|Gaia DR2 1817026669528976768,2013-08-14,*|CV*|No*|Opt|V*,True,False,4.3,V,False
V1830 Aql,V1830 Aql,V1830 Aql,NOVA Aql 2013|PNV J19023335+0315190|V1830 Aql,2013-10-28,No*|V*,True,False,13.5,V,False
V556 Ser,V556 Ser,V556 Ser,NOVA Ser 2013|PNV J18090346-1112345|V556 Ser,2013-11-24,CV*|No*|V*,True,False,11.7,V,False
V1369 Cen,V1369 Cen,V1369 Cen,TIC 208504429|4FGL J1353.3-5910|Gaia DR3 5870613848610810880|NOVA Cen 2013|V1369 Cen|PNV J13544700-5909080|2MASS J13544534-5909040|USNO-B1.0 0308-00442031|UCAC4 155-128029|Gaia DR2 5870613848610810880,2013-12-02,*|NIR|No*|V*|gam,True,False,3.3,V,False
V5666 Sgr,V5666 Sgr,V5666 Sgr,PNV J18250860-2236024|NOVA Sgr 2014|V5666 Sgr,2014-01-26,No*|V*,True,False,8.7,V,False
V745 Sco,V745 Sco,V745 Sco,UCAC4 284-135625|2MASS J17552222-3314585|WISE J175522.22-331458.5|WISEA J175522.22-331458.6|Gaia DR3 4043221606260719360|AAVSO 1748-33B|NOVA Sco 1937|V745 Sco|OGLE BLG-LPV-120729|Gaia DR2 4043221606260719360|TIC 258891666,2014-02-06,*|LP*|MIR|NIR|No*|Sy*,True,False,9.0,V,False
V745 Sco,V745 Sco,V745 Sco,UCAC4 284-135625|2MASS J17552222-3314585|WISE J175522.22-331458.5|WISEA J175522.22-331458.6|Gaia DR3 4043221606260719360|AAVSO 1748-33B|NOVA Sco 1937|V745 Sco|OGLE BLG-LPV-120729|Gaia DR2 4043221606260719360|TIC 258891666,2014-02-06,*|LP*|MIR|NIR|No*|Sy*,True,False,9.0,V,False
V962 Cep,V962 Cep,V962 Cep,Gaia DR3 2194035978188297728|NOVA Cep 2014|TCP J20542386+6017077|V962 Cep,2014-03-08,*|No*|V*,True,False,11.0,V,False
V1534 Sco,V1534 Sco,V1534 Sco,TIC 151598792|Gaia DR3 5980446951308348800|TCP J17154683-3128303|NOVA Sco 2014|V1534 Sco|WISE J171546.88-312830.9|2MASS J17154687-3128303|Gaia DR2 5980446951308348800,2014-03-26,*|Em*|LP?|MIR|NIR|No*|Sy*|Sy?|V*,True,False,10.1,V,False
V2659 Cyg,V2659 Cyg,V2659 Cyg,Gaia DR2 1861652994654889856|PNV J20214234+3103296|NOVA Cyg 2014|V2659 Cyg,2014-03-31,*|No*|V*,True,False,10.9,V,False
V1535 Sco,V1535 Sco,V1535 Sco,TIC 40156937|WISE J170326.04-350416.2|WISEA J170326.00-350416.0|Gaia DR3 5977998441957259264|2MASS J17032617-3504178|NOVA Sco 2015|PNV J17032620-3504140|V1535 Sco|Gaia DR2 5977998441957259264,2015-02-11,*|C*?|CV*|LP?|MIR|NIR|No*|Sy*|V*,True,False,8.2,V,False
V5667 Sgr,V5667 Sgr,V5667 Sgr,WTP 15aamvqj|V5667 Sgr|NOVA Sgr 2015|PNV J18142514-2554343,2015-02-12,CV*|No*|No?|V*|ev,True,False,9.0,V,False
V1658 Sco,OGLE 2015-NOVA-1,V1658 Sco,V1658 Sco|OGLE 2015-NOVA-1|HIDDEN NAME V* V5852 Sgr,2015-02-15,No*|V*,True,False,12.7,I,False
V5668 Sgr,V5668 Sgr,V5668 Sgr,GALEX J183656.8-285539|UCAC4 306-249734|2MASS J18365683-2855398|PNV J18365700-2855420|4FGL J1837.6-2904|WTP 16aafnbt|Gaia DR3 4048328906465571328|NOVA Sgr 2015 b|V5668 Sgr|USNO-B1.0 0610-00784923|Gaia DR2 4048328906465571328,2015-03-15,*|CV*|NIR|No*|No?|Q?|UV|V*|ev|gam,True,False,4.0,V,False
V2944 Oph,V2944 Oph,V2944 Oph,WTP 15abgjhj|PNV J17291350-1846120|V2944 Oph|NOVA Oph 2015,2015-03-29,No*|No?|V*|ev,True,False,11.9,V,False
V5669 Sgr,V5669 Sgr,V5669 Sgr,Gaia DR2 4062508582302805760|WTP 16aaekyi|PNV J18033275-2816054|V5669 Sgr,2015-09-27,*|No*|No?|V*|ev,True,False,8.7,V,False
V1831 Aql,V1831 Aql,V1831 Aql,WTP 15abpbbz|PNV J19215012+1509248|NOVA Aql 2015|V1831 Aql|ASASSN -15qd,2015-10-05,No*|No?|V*|ev,True,False,14.7,V,False
V2949 Oph,V2949 Oph,V2949 Oph,TCP J17344775-2409042|V2949 Oph,2015-10-11,CV*|No*|V*,True,False,11.7,V,False
V5850 Sgr,V5850 Sgr,V5850 Sgr,PNV J18225925-1914148|V5850 Sgr,2015-10-31,CV*|No*|V*,True,False,11.3,V,False
V555 Nor,V555 Nor,V555 Nor,V555 Nor|ASASSN -16ra|VVV J154145.24-530805.9,2016-03-08,No*|V*,True,False,12.43,V,False
V3661 Oph,V3661 Oph,V3661 Oph,PNV J17355050-2934240|NOVA Oph 2016|V3661 Oph,2016-03-11,No*|V*,True,False,,,False
V1655 Sco,V1655 Sco,V1655 Sco,V1655 Sco|WTP 17aabxsp|NOVA Sco 2016|PNV J17381927-3725077,2016-06-10,No*|No?|V*|ev,True,False,10.4,V,False
V5854 Sgr,OGLE 2016-NOVA-2,V5854 Sgr,V5854 Sgr|OGLE 2016-NOVA-2,2016-07-12,CV*|No*|No?|V*,True,False,13.31,I,False
V5853 Sgr,V5853 Sgr,V5853 Sgr,WTP 16aamwng|ASASSN -16ig|NOVA Sgr 2016 b|V5853 Sgr,2016-08-06,No*|No?|V*|ev,True,False,10.7,V,False
V1656 Sco,V1656 Sco,V1656 Sco,WTP 17aabqyp|ASASSN -16kd|PNV J17225112-3158349|NOVA Sco 2016 b|V1656 Sco|VVV J172251.46-315837.1,2016-09-06,CV*|No*|No?|V*|ev,True,False,11.4,V,False
V1659 Sco,V1659 Sco,V1659 Sco,V1659 Sco|ASASSN -16kb,2016-09-07,CV*|No*|V*,True,False,12.3,V,False
V611 Sct,V611 Sct,V611 Sct,V611 Sct|ATLAS 16crq,2016-09-07,No*|V*|ev,True,False,13.4,V,False
V407 Lup,V407 Lup,V407 Lup,WTP 17aaavpz|ASASSN -16kt|NOVA Lup 2016|V407 Lup|PNV J15290182-4449409|1eRASS J152902.2-444942,2016-09-24,No*|No?|V*|X|ev,True,False,5.6,V,False
V5855 Sgr,V5855 Sgr,V5855 Sgr,WTP 17aahczz|NOVA Sgr 2016 c|V5855 Sgr|OGLE 2017-NOVA-1|OGLE-2017-BLG-0063|TCP J18102829-2729590,2016-10-20,No*|No?|V*|ev,True,False,7.3,V,False
V5856 Sgr,V5856 Sgr,V5856 Sgr,NOVA Sgr 2016 d|PNV J18205200-2822100|ASASSN -16ma|V5856 Sgr,2016-10-25,No*|V*,True,False,5.4,V,False
V1657 Sco,V1657 Sco,V1657 Sco,V1657 Sco|NOVA Sco 2017|PNV J16521887-3754189,2017-02-01,CV*|No*|V*,True,False,11.7,V,False
V3662 Oph,V3662 Oph,V3662 Oph,TCP J17394608-2457555|V3662 Oph|NOVA Oph 2017,2017-05-08,No*|V*,True,False,14.1,V,False
V1405 Cen,V1405 Cen,V1405 Cen,ASASSN -17gk|V1405 Cen|WTP 17aaexxo,2017-05-17,No*|No?|V*|ev,True,False,10.9,V,False
V612 Sct,V612 Sct,V612 Sct,V612 Sct|ASASSN -17ib|ASASSN -17hx|NOVA Sct 2017,2017-06-19,No*|V*,True,False,8.5,V,False
V549 Vel,V549 Vel,V549 Vel,Gaia 19dff|TIC 29045839|Gaia DR2 5328722978788574080|WISEA J085029.64-474527.9|WTP 18aadrrk|V549 Vel|NOVA Vel 2017|ASASSN -17mt|2MASS J08502962-4745283|WISE J085029.63-474528.0|DENIS J085029.6-474529|GSC2 S133102223561,2017-09-24,*|CV*|MIR|NIR|No*|No?|V*|ev,True,False,9.3,V,False
V3664 Oph,[KW2003]  11,V3664 Oph,TIC 86351971|PNV J17244011-2421463|UCAC4 329-100286|WISE J172439.95-242147.4|ATO J261.1665-24.3631|V3664 Oph|WISEA J172439.95-242147.5|Gaia DR3 4110870983327739008|[KW2003]  11|2MASS J17243996-2421474|Gaia DR2 4110870983327739008,2017-10-02,*|CV?|Em*|LP?|MIR|Mi*|NIR|No*|Opt|V*,True,False,12.5,V,False
V1660 Sco,VVV J173034.12-310607.0,V1660 Sco,V1660 Sco|Gaia DR3 4057953206583126400|Gaia DR1 4057953206583126400|VVV J173034.12-310607.0|ASASSN -17nj|Gaia DR2 4057953206583126400,2017-10-14,*|CV*|No?|V*|ev,True,False,13.0,V,False
ASASSN-17no,ASASSN -17no,ASASSN-17no,Gaia 18ajn|AT 2018tm|ASASSN -17no,2017-10-17,ev,False,False,14.1,V,False
V3663 Oph,PNV J17184490-2454220,V3663 Oph,PNV J17184490-2454220|V3663 Oph|PNV J17184504-2454221,2017-11-11,No*|V*,True,False,9.4,V,False
V357 Mus,V357 Mus,V357 Mus,V357 Mus|WTP 19aaafqj|PNV J11261220-6531086|NOVA Mus 2018,2018-01-14,No*|No?|V*|ev,True,False,6.5,V,False
V1661 Sco,V1661 Sco,V1661 Sco,V1661 Sco|NOVA Sco 2018|WTP 18aagrvf|PNV J17180658-3204279,2018-01-17,No*|No?|V*|ev,True,False,10.2,V,False
Nova Circini 2018,FM Cir,Nova Circini 2018,FM Cir|WTP 18aafjde|PNV J13532700-6725110|NOVA Cir 2018,2018-01-19,No*|No?|V*|ev,True,False,5.9,V,False
V1662 Sco,V1662 Sco,V1662 Sco,V1662 Sco|NOVA Sco 2018 b|PNV J16484962-4457032,2018-02-06,No*|V*,True,False,10.1,V,False
V1663 Sco,V1663 Sco,V1663 Sco,V1663 Sco|ASASSN -18ds,2018-02-24,No*|V*,True,False,12.3,V,False
V3665 Oph,V3665 Oph,V3665 Oph,V3665 Oph|WTP 18aabruk|NOVA Oph 2018 b|PNV J17140261-2849237|TCP J17140253-2849233,2018-03-10,No*|No?|V*|ev,True,False,9.4,V,False
V906 Car,V906 Car,V906 Car,SNR G286.5-01.2|4FGL J1036.2-5936|Gaia DR3 5254540166225866496|Gaia DR1 5254540166225866496|VPHAS J103615.4-593553.7|ASASSN -18fv|NOVA Car 2018|Gaia DR2 5254540166225866496|V906 Car,2018-03-22,*|No*|Rad|SNR|SR?|V*|gam,True,False,5.9,V,False
TCP J07134590-2112330,V435 CMa,TCP J07134590-2112330,V435 CMa|WTP 19aabpmc|TCP J07134590-2112330|NOVA CMa 2018,2018-03-24,No*|No?|V*|ev,True,False,12.0,V,False
V5857 Sgr,PNV J18040967-1803581,V5857 Sgr,V5857 Sgr|WTP 19aabrsm|PNV J18040967-1803581,2018-04-08,No*|No?|V*|ev,True,False,10.8,V,False
V392 Per,V392 Per,V392 Per,TIC 391262466|ATO J070.8390+47.3571|Gaia DR3 254361745823908736|2MASS J04432138+4721257|SV* SON 10653|V392 Per|Gaia DR2 254361745823908736|NOVA Per 2018|TCP J04432130+4721280,2018-04-29,*|CV*|NIR|No*|Opt|V*,True,False,6.2,V,False
V408 Lup,PNV J15384000-4744500,V408 Lup,V408 Lup|WTP 18aafskc|PNV J15384000-4744500|NOVA Lup 2018,2018-06-03,No*|No?|V*|ev,True,False,9.0,V,False
V613 Sct,V613 Sct,V613 Sct,NOVA Sct 2018|TCP J18292290-1430460|V613 Sct,2018-06-29,No*|V*,True,False,10.3,V,False
V3666 Oph,PNV J17422408-2053088,V3666 Oph,V3666 Oph|PNV J17422408-2053088|WTP 19aablwf,2018-08-08,No*|No?|V*|ev,True,False,9.0,V,False
Gaia18cew,AT 2018fcz,Gaia18cew,Gaia 18cew|AT 2018fcz|WTP 18aahazj,2018-08-13,No?|ev,True,False,14.9,V,False
V556 Nor,PNV J16143400-5330050,V556 Nor,PNV J16143400-5330050|NOVA Nor 2018|V556 Nor,2018-10-13,No*|V*,True,False,10.16,V,False
Gaia19buy,NOVA Aql 2019,Gaia19buy,AT 2019flb|Gaia 19buy|PGIR 20fbe|ZTF19aaontsz|WTP 19aacesp|NOVA Aql 2019,2019-04-02,No*|No?|ev,True,False,16.23,V,False
V1706 Sco,V1706 Sco,V1706 Sco,WTP 19aagaly|AT 2019fez|V1706 Sco|ASASSN -19mo|NOVA Sco 2019,2019-05-13,CV*|No*|No?|V*|ev,True,False,13.0,V,False
V3731 Oph,V3731 Oph,V3731 Oph,V3731 Oph|ZTF19abgnhzj|PGIR 20ekz|AT 2019aafo,2019-07-12,CV*|No*|V*|ev,True,False,13.3,V,False
V2860 Ori,V2860 Ori,V2860 Ori,NOVA Ori 2019 a|PNV J06095740+1212255|PGIR 19bte|Gaia DR3 3342442918113299328|Gaia DR2 3342442918113299328|V2860 Ori,2019-08-07,*|No*|V*|ev,True,False,9.4,V,False
V569 Vul,V569 Vul,V569 Vul,V569 Vul|PGIR 19bgv|AT 2019owg|WTP 19aaiklb|ZTF19abqknsv|Gaia 19dum,2019-08-18,No*|No?|V*|ev,True,False,16.3,g,False
V3890 Sgr,V3890 Sgr,V3890 Sgr,TIC 226364061|UCAC4 330-158966|WISE J183043.28-240108.8|ATO J277.6803-24.0191|WISEA J183043.28-240108.9|PGIR 19fai|Gaia DR3 4077352126434336640|AAVSO 1824-24|NOVA Sgr 1962|SS 390|UCAC1  23612566|V3890 Sgr|2MASS J18304328-2401089|1RXS J183042.8-240104|OGLE BLG-LPV-232381|Gaia DR2 4077352126434336640,2019-08-27,*|Em*|LP*|LP?|MIR|NIR|No*|Opt|V*|X|ev,True,False,6.7,V,False
V3730 Oph,AT 2019qfj,V3730 Oph,V3730 Oph|Gaia 19edn|AT 2019qfj,2019-09-14,No*|V*|ev,True,False,12.3,V,False
V1707 Sco,V1707 Sco,V1707 Sco,PNV J17370958-3510211|V1707 Sco|NOVA Sco 2019 b,2019-09-15,No*|V*,True,False,10.3,V,False
V2891 Cyg,V2891 Cyg,V2891 Cyg,UGPS J210925.52+481052.3|PSO J317.3563+48.1811|NOVA Cyg 2019|PGIR 19brv|AT 2019qwf|WTP 19aaitdo|Gaia 19ext|ZTF19abyukuy|V2891 Cyg,2019-09-17,*|CV*|NIR|No*|No?|Opt|V*|ev,True,False,10.6,J,False
V659 Sct,V659 Sct,V659 Sct,PGIR 20dcl|AT 2019tpb|WTP 20aabyty|NOVA Sct 2019|V659 Sct|ASASSN -19aad|TCP J18395972-1025415,2019-10-29,No*|No?|V*|ev,True,False,8.3,V,False
V6566 Sgr,PNV J17561375-2942546,V6566 Sgr,V6566 Sgr|WTP 20aabpov|PNV J17561375-2942546,2020-01-30,No*|No?|V*|ev,True,False,11.03,V,False
V670 Ser,TCP J18104219-1534184,V670 Ser,TCP J18104219-1534184|V670 Ser,2020-02-22,No*|V*,True,False,11.8,V,False
V1709 Sco,PNV J17120009-4017560,V1709 Sco,PNV J17120009-4017560|V1709 Sco,2020-04-05,No*|V*,True,False,12.7,V,False
V2000 Aql,V2000 Aql,V2000 Aql,MASTER OT J184353.33+000350.9|V2000 Aql|PGIR 20duo|AT 2020kvq,2020-05-12,No*|V*|ev,True,False,15.6,r,False
V6567 Sgr,V6567 Sgr,V6567 Sgr,ASASSN -20ga|ZTF20abdpwst|NOVA Sgr 2020 b|V6567 Sgr|PGIR 20dsv|AT 2020lrv,2020-05-31,CV*|No*|V*|ev,True,False,15.3,V,False
Gaia20dfb,AT 2020oju,Gaia20dfb,Gaia 20dfb|AT 2020oju,2020-07-09,No*|ev,True,False,15.9,V,False
V2029 Aql,V2029 Aql,V2029 Aql,V2029 Aql|PGIR 20eig|AT 2020qpq,2020-07-13,CV*|No*|V*|ev,True,False,13.35,J,False
YZ Ret,YZ Ret,YZ Ret,YZ Ret|4FGL J0358.5-5432|HIDDEN NAME MGAB-V207|Gaia DR3 4731746232846281344|UCAC4 177-003680|2MASS J03582954-5446411|TIC 198005084|NOVA Ret 2020|EC 03572-5455|Gaia DR2 4731746232846281344|Gaia 20elz,2020-07-15,*|HS?|NIR|No*|V*|WD?|blu|ev|gam,True,False,3.7,V,False
V6568 Sgr,V6568 Sgr,V6568 Sgr,PNV J17580848-3005376|NOVA Sgr 2020 c|V6568 Sgr,2020-07-16,CV*|No*|V*,True,False,9.9,V,False
V1391 Cas,V1391 Cas,V1391 Cas,NOVA Cas 2020|V1391 Cas|TCP J00114297+6611190|PGIR 20emj,2020-07-27,CV*|No*|V*|ev,True,False,10.6,V,False
V1708 Sco,V1708 Sco,V1708 Sco,TCP J17234205-3103072|NOVA Sco 2020|V1708 Sco|WISE J172342.06-310309.1|WISEA J172342.05-310309.2,2020-09-08,**|MIR|No*|V*|ev,True,False,12.3,V,False
V6593 Sgr,V6593 Sgr,V6593 Sgr,V6593 Sgr|PGIR 20evr|AT 2020urz,2020-10-02,No*|No?|V*|ev,True,False,10.3,V,False
V1112 Per,TCP J04291888+4354233,V1112 Per,TCP J04291884+4354232|NOVA Per 2020|TCP J04291888+4354233|V1112 Per|PGIR 20fbf,2020-11-25,No*|V*|ev,True,False,8.3,V,False
V3732 Oph,NOVA Oph 2021,V3732 Oph,Gaia 21avt|AT 2021ddo|V3732 Oph|NOVA Oph 2021,2021-02-15,No*|V*|ev,True,False,15.75,G,False
V1405 Cas,NOVA Cas 2021,V1405 Cas,PNV J23244760+6111140|V1405 Cas|NOVA Cas 2021|2MASS J23244772+6111149|Gaia 21bpe|TIC 269819908|UCAC4 756-077930|Gaia DR3 2015451512907540480,2021-03-18,*|NIR|No*|V*|ev,True,False,5.1,V,False
V6594 Sgr,ASASSN -21eh,V6594 Sgr,TCP J18490521-1902054|ASASSN -21eh|V6594 Sgr,2021-03-25,No*|V*,True,False,9.3,V,False
V6595 Sgr,V6595 Sgr,V6595 Sgr,PNV J17581670-2914490|V6595 Sgr|NOVA Sgr 2021 b,2021-04-04,No*|V*,True,False,7.7,V,False
V1710 Sco,V1710 Sco,V1710 Sco,ASASSN -21fh|V1710 Sco|NOVA Sco 2021|AT 2021jiu|PNV J17091000-3730500,2021-04-11,No*|V*|ev,True,False,8.7,V,False
V2030 Aql,AT 2021kgk,V2030 Aql,PGIR 21fjn|AT 2021kgk|V2030 Aql,2021-04-19,No*|V*|ev,True,False,,,False
Gaia21cpb,AT 2021nwn,Gaia21cpb,AT 2021nwn|Gaia 21cpb|PGIR 21fvh,2021-05-07,No*|ev,True,False,15.133,G,False
V1674 Her,NOVA Her 2021,V1674 Her,NOVA Her 2021|V1674 Her|TCP J18573095+1653396|ZTF19aasfsjq|Gaia DR3 4514092717838547584,2021-06-12,*|No*|V*|ev,True,False,6.0,V,False
V1711 Sco,ASASSN -21lk,V1711 Sco,ASASSN -21lk|AT 2021quw|V1711 Sco,2021-06-22,No*|V*|ev,True,False,12.7,V,False
V606 Vul,TCP J20210770+2914093,V606 Vul,TCP J20210770+2914093|V606 Vul,2021-07-16,No*|V*,True,False,10.0,V,False
Gaia21dwe,AT 2021wkq,Gaia21dwe,Gaia 21dwe|AT 2021wkq,2021-08-18,No*|ev,True,False,16.33,G,False
ASASSN-21pa,ASASSN -21pa,ASASSN-21pa,Gaia 21dyi|ASASSN -21pa,2021-08-22,No*|ev,True,False,14.86,G,False
WTP,,WTP,,2021-09-10,,False,False,,,False
Gaia21ejf,AT 2021aaav,Gaia21ejf,Gaia 21ejf|AT 2021aaav,2021-09-19,No*|ev,True,False,18.23,G,False
Gaia21ejq,AT 2021aadi,Gaia21ejq,PGIR 21git|Gaia 21ejq|AT 2021aadi,2021-09-19,No*|ev,True,False,17.26,G,False
Gaia21esm,AT 2021abxa,Gaia21esm,Gaia 21esm|AT 2021abxa,2021-09-20,No*|ev,True,False,13.77,G,False
Gaia21eqn,AT 2021abud,Gaia21eqn,Gaia 21eqn|AT 2021abud,2021-10-06,No*|ev,True,False,13.86,G,False
Gaia22alz,AT 2022bpq,Gaia22alz,AT 2022bpq|Gaia 22alz|Gaia DR3 5307057922488654848|NAME Nova Velorum 2022|WTP 22aabjjk,2022-02-04,*|No*|ev,True,False,10.8,V,False
Gaia22bhs,AT 2022gjz,Gaia22bhs,Gaia 22bhs|AT 2022gjz,2022-02-27,No*|ev,True,False,17.55,G,False
PGIR22gjh,AT 2022iev,PGIR22gjh,AT 2022iev|PGIR 22gjh,2022-04-24,No*|ev,True,False,9.4,J,False
V415 Mus,,V415 Mus,,2022-06-08,,False,False,8.7,g,False
TCP J15244460-6059200,TCP J15244460-6059200,TCP J15244460-6059200,TCP J15244460-6059200|FQ Cir,2022-06-25,V*,False,False,10.7,V,False
PGIR22akgylf,,PGIR22akgylf,,2022-08-16,,False,False,,,True
V6596 Sgr,,V6596 Sgr,,2023-02-19,,False,False,9.6,V,False
Gaia23azk,AT 2023ctx,Gaia23azk,Gaia 23azk|AT 2023ctx,2023-03-05,No*|ev,True,False,13.9,G,False
PGIR23gjp,AT 2023gde,PGIR23gjp,AT 2023gde|PGIR 23gjp|ZTF23aafailn,2023-04-12,No*|ev,True,False,9.5,J,False
ZTF23aagmerr,ZTF23aagmerr,ZTF23aagmerr,ZTF23aagmerr,2023-04-19,No*|ev,True,False,16.44,r,False
V1716 Sco,NOVA Sco 2023,V1716 Sco,PNV J17224490-4137160|NOVA Sco 2023|V1716 Sco,2023-04-20,No*|V*,True,False,7.3,V,False
V6597 Sgr,,V6597 Sgr,,2023-05-16,,False,False,13.9,V,False
V567 Nor,,V567 Nor,,2023-06-27,,False,False,13.9,V,False
V6598 Sgr,TCP J17525020-2024150,V6598 Sgr,TCP J17525020-2024150|V6598 Sgr|Gaia DR3 4118800145787192064,2023-07-15,*|No*|V*,True,False,10.3,V,False
V1717 Sco,TCP J17282355-3113163,V1717 Sco,TCP J17282355-3113163|V1717 Sco,2023-07-24,No*|V*,True,False,13.5,V,False
V1718 Sco,,V1718 Sco,,2023-08-31,,False,False,13.1,V,False
AT 2023tow,AT 2023tow,AT 2023tow,AT 2023tow|Gaia 23coj|ZTF23abceaws,2023-09-11,No*|ev,True,False,12.26,G,False
V6620 Sgr,PNV J18025353-2914151,V6620 Sgr,PNV J18025353-2914151|V6620 Sgr,2024-01-27,No*|V*,True,False,9.7,V,False
V1723 Sco,NOVA Sco 2024,V1723 Sco,PNV J17261813-3809354|NOVA Sco 2024|V1723 Sco,2024-02-08,No*|V*,True,False,6.8,V,False
V4370 Oph,,V4370 Oph,,2024-03-10,,False,False,10.3,V,False
V1724 Sco,,V1724 Sco,,2024-03-19,,False,False,14.1,g,False
ZTF24aaomlxy,,ZTF24aaomlxy,,2024-05-19,,False,False,,,True
PRIME24aadwvh,,PRIME24aadwvh,,2024-07-15,,False,False,11.3,H,False
TCP J17490276-2324066,,TCP J17490276-2324066,,2024-07-17,,False,False,11.3,V,False
V615 Vul,,V615 Vul,,2024-07-29,,False,False,9.7,V,False
V1725 Sco,,V1725 Sco,,2024-09-09,,False,False,10.6,V,False
V7991 Sgr,,V7991 Sgr,,2025-01-26,,False,False,9.0,V,False
V7992 Sgr,,V7992 Sgr,,2025-01-29,,False,False,10.1,V,False
PRIME25aaghjd,,PRIME25aaghjd,,2025-02-16,,False,False,8.7,H,False
V7993 Sgr,,V7993 Sgr,,2025-03-24,,False,False,10.3,V,False
V462 Lup,,V462 Lup,,2025-06-12,,False,False,5.4,V,False
V572 Vel,,V572 Vel,,2025-06-25,,False,False,4.8,V,False
V691 Ser,,V691 Ser,,2025-07-17,,False,False,11.9,V,False
V4371 Oph,,V4371 Oph,,2025-09-05,,False,False,10.8,V,False
V7994 Sgr,,V7994 Sgr,,2025-09-21,,False,False,6.6,V,False
V1935 Cen,,V1935 Cen,,2025-09-22,,False,False,7.2,V,False
PNV J12312434-5907133,,PNV J12312434-5907133,,2025-11-29,,False,False,12.1,CV,False
Fermi J1820-1648,,Fermi J1820-1648,,2026-02-18,,False,False,13.12,Ic,False
