band,filter_id,facility,instrument,wavelength_eff,fwhm,mean_overlap,min_overlap,median_overlap,n_low_pairs,is_outlier
K,CAHA/Omega2000.K,CAHA,Omega2000,21687.4,3842.4,0.9350,0.6634,0.9663,0,False
K,UKIRT/UFTI.K,UKIRT,UFTI,21874.4,3337.4,0.9356,0.5915,0.9654,0,False
K,TNG/NICS.K,TNG,NICS,21871.3,3378.3,0.9359,0.5792,0.9689,0,False
K,NIRT/NSFCAM.K,NIRT,NSFCAM,21840.5,3357.4,0.9361,0.5909,0.9675,0,False
K,Subaru/IRCS.K,Subaru,IRCS,21840.5,3357.4,0.9361,0.5909,0.9675,0,False
K,Keck/NIRC2.K,Keck,NIRC2,21861.8,3325.1,0.9362,0.5978,0.9666,0,False
K,KPNO/Flamingos.K,KPNO,Flamingos,21842.6,3357.9,0.9364,0.5905,0.9680,0,False
K,NOT/NOTcam.K,NOT,NOTcam,21814.0,3356.3,0.9364,0.5997,0.9676,0,False
K,Subaru/CIAO.K,Subaru,CIAO,21840.3,3357.4,0.9370,0.5945,0.9685,0,False
K,Subaru/OHS.K,Subaru,OHS,21840.2,3357.4,0.9371,0.5951,0.9685,0,False
K,MKO/NSFCam.K,MKO,NSFCam,21840.2,3357.4,0.9371,0.5951,0.9685,0,False
K,LaSilla/GROND.K,La Silla,GROND,21550.2,3031.6,0.9391,0.6447,0.9653,0,False
K,CTIO/OSIRIS.K,CTIO,OSIRIS,21630.4,3878.1,0.9395,0.6855,0.9675,0,False
K,UKIRT/UKIDSS.K,UKIRT,WFCAM,22010.0,3511.4,0.9399,0.5978,0.9813,0,False
K,UKIRT/WFCAM.K,UKIRT,WFCAM,22010.0,3511.4,0.9399,0.5978,0.9813,0,False
Ks,Paranal/SPHERE.IRDIS_B_Ks,Paranal,SPHERE,21691.5,3016.8,0.9459,0.8764,0.9443,0,False
Ks,KPNO/TIFKAM.Ks,KPNO,TIFKAM,21050.2,3524.6,0.9532,0.8764,0.9612,0,False
Ks,Paranal/NACO.Ks,Paranal,NACO,21241.0,3696.8,0.9591,0.9238,0.9606,0,False
Ks,WHT/INGRID.Ks,WHT,INGRID,21564.9,3045.4,0.9726,0.9118,0.9738,0,False
Ks,LaSilla/SOFI.Ks,La Silla,SOFI,21521.6,2745.5,0.9747,0.9219,0.9764,0,False
Ks,Paranal/ISAAC.Ks,Paranal,ISAAC,21521.5,2745.7,0.9747,0.9220,0.9765,0,False
Ks,CAHA/Omega2000.Ks,CAHA,Omega2000,21275.4,3038.6,0.9834,0.9298,0.9890,0,False
Ks,CFHT/QUIRC.Ks,CFHT,QUIRC,21435.6,3269.2,0.9839,0.9565,0.9842,0,False
Ks,CAHA/ALHAMBRA.Ks,CAHA,Omega2000,21275.0,3038.6,0.9841,0.9314,0.9894,0,False
Ks,MMT/Clio.Ks,MMT,Clio,21382.5,2961.6,0.9843,0.9388,0.9898,0,False
Ks,Gemini/Flamingos2.Ks,Gemini,Flamingos2,21454.7,3280.4,0.9855,0.9467,0.9897,0,False
Ks,MMT/MMIRS.Ks,MMT,MMIRS,21454.1,3226.3,0.9860,0.9475,0.9879,0,False
Ks,2MASS/2MASS.Ks,2MASS,,21590.0,2771.3,0.9862,0.9506,0.9890,0,False
Ks,LCO/FourStar.Ks,LCO,FourStar,21315.9,3325.3,0.9865,0.9468,0.9923,0,False
Ks,NOT/NOTcam.Ks,NOT,NOTcam,21294.9,3089.9,0.9870,0.9313,0.9939,0,False
Ks,Subaru/MOIRCS.Ks,Subaru,MOIRCS,21306.1,3100.4,0.9874,0.9337,0.9940,0,False
Ks,CFHT/Wircam.Ks,CFHT,Wircam,21337.6,3270.5,0.9877,0.9443,0.9939,0,False
Ks,Paranal/HAWKI.Ks,Paranal,HAWK-I,21322.6,3249.9,0.9877,0.9433,0.9938,0,False
Ks,Subaru/CIAO.Ks,Subaru,CIAO,21314.9,3103.3,0.9880,0.9354,0.9943,0,False
Ks,NIRT/NSFCAM.Ks,NIRT,NSFCAM,21307.6,3100.0,0.9881,0.9347,0.9948,0,False
Ks,WHT/LRIS.Ks,WHT,LRIS,21319.0,3104.9,0.9882,0.9462,0.9939,0,False
Ks,Keck/NIRC2.Ks,Keck,NIRC2,21354.5,3083.5,0.9883,0.9366,0.9945,0,False
Ks,KPNO/Flamingos.Ks,KPNO,Flamingos,21310.2,3131.5,0.9884,0.9399,0.9946,0,False
Ks,MKO/NSFCam.Ks,MKO,NSFCam,21307.5,3100.0,0.9884,0.9353,0.9954,0,False
Ks,P200/WIRC.Ks,Palomar,WIRC,21300.9,3184.8,0.9884,0.9363,0.9947,0,False
Ks,Paranal/VISTA.Ks,Paranal,VIRCAM,21435.4,3057.4,0.9888,0.9565,0.9926,0,False
Ks,CAHA/PANIC.Ks,CAHA,PANIC,21411.3,3139.3,0.9891,0.9514,0.9943,0,False
Ks,Paranal/VISTA.Ks_filter,Paranal,VIRCAM,21376.4,3070.1,0.9896,0.9464,0.9948,0,False
u,CFHT/MegaCam.u_1,CFHT,MegaCam,3884.4,600.9,0.7015,0.4702,0.7059,1,False
u,WHT/PAUCam.u,WHT,PAUCam,3841.4,293.8,0.7563,0.4881,0.7669,2,False
u,IAC80/CAMELOT.stromgren_u,IAC80,CAMELOT,3468.2,319.2,0.7762,0.4881,0.7811,1,False
u,OSN/Stromgren.u,OSN,,3498.1,307.3,0.7765,0.5017,0.7745,0,False
u,OSN/Stromgren.u2,OSN,,3424.9,293.8,0.7934,0.4702,0.8063,2,False
u,STELLA/WiFSIP.Strom_u,STELLA,WiFSIP,3497.5,325.6,0.7974,0.5238,0.7964,0,False
u,CTIO/SOI.strom_u,CTIO,SOI,3460.9,365.2,0.8180,0.5200,0.8332,0,False
u,TNT/ULTRASPEC.u,TNT,ULTRASPEC,3730.5,329.1,0.8393,0.5430,0.8491,0,False
u,KPNO/KP4in.Strom_u,KPNO,KP4in,3533.3,278.1,0.8422,0.5862,0.8448,0,False
u,TNT/ULTRASPEC.u_noatm,TNT,ULTRASPEC,3721.6,373.5,0.8505,0.5676,0.8556,0,False
u,GTC/HIPERCAM.u_s,GTC,HiPERCAM,3748.8,388.3,0.8518,0.5862,0.8698,0,False
u,ING/ING.178,ING,,3515.9,288.1,0.8541,0.5846,0.8604,0,False
u,ING/ING.221,ING,,3522.2,289.7,0.8564,0.5918,0.8647,0,False
u,WHT/ULTRACAM.u_noatm,WHT,ULTRACAM,3466.7,306.4,0.8600,0.5592,0.8696,0,False
u,CAHA/CAHA.353_41,CAHA,,3534.7,279.9,0.8619,0.5953,0.8777,0,False
u,LCO/IMACS.sloan_u,LCO,IMACS,3647.0,301.3,0.8622,0.6302,0.8696,0,False
u,WHT/ULTRACAM.u_s_noatm,WHT,ULTRACAM,3472.6,317.4,0.8662,0.5757,0.8794,0,False
u,INT/WFC.Strom_u,INT,WFC,3480.4,335.0,0.8674,0.5771,0.8889,0,False
u,GTC/HIPERCAM.u_s_noatm,GTC,HiPERCAM,3736.6,433.4,0.8678,0.6179,0.8856,0,False
u,WHT/ULTRACAM.u,WHT,ULTRACAM,3481.9,291.9,0.8703,0.5804,0.8794,0,False
u,WHT/ULTRACAM.u_s,WHT,ULTRACAM,3491.4,310.2,0.8783,0.6007,0.8871,0,False
u,Mercator/MAIA.u,Mercator,MAIA,3668.0,305.1,0.8859,0.6767,0.9020,0,False
u,CSST/SC0-Phot.u,CSST,CSS-OS,3683.5,823.4,0.8880,0.6716,0.9162,0,False
u,CSST/SC0-Phot.u_ccd,CSST,CSS-OS,3585.0,838.2,0.8886,0.6565,0.9139,0,False
u,CSST/SC0-Phot.u_fil,CSST,CSS-OS,3586.5,830.7,0.8951,0.6673,0.9213,0,False
u,KPNO/KP4in.Gunn_u,KPNO,KP4in,3454.3,508.0,0.8971,0.5667,0.9114,0,False
u,GTC/HIPERCAM.u,GTC,HiPERCAM,3674.6,382.7,0.9002,0.6779,0.9027,0,False
u,CAHA/CAHA.366_38,CAHA,,3665.1,384.8,0.9003,0.6571,0.9100,0,False
u,TNO/ULTRACAM.super_u,TNO,ULTRACAM,3564.7,827.4,0.9032,0.6822,0.9314,0,False
u,GTC/HIPERCAM.u_s_filter,GTC,HiPERCAM,3604.8,810.4,0.9047,0.6815,0.9368,0,False
u,WHT/ULTRACAM.u_s_filter,WHT,ULTRACAM,3607.9,810.4,0.9047,0.6815,0.9373,0,False
u,GTC/HIPERCAM.u_noatm,GTC,HiPERCAM,3662.5,395.7,0.9100,0.7054,0.9155,0,False
u,CAHA/BUSCA.u,CAHA,BUSCA,3573.9,350.5,0.9101,0.7070,0.9204,0,False
u,McD/DIAFI.sdss_u,McDonalds,DIAFI,3490.0,668.5,0.9109,0.6603,0.9370,0,False
u,CAHA/CAHA.358_33,CAHA,,3585.1,372.5,0.9111,0.7048,0.9223,0,False
u,WIYN/ODI.u,WIYN,ODI,3619.6,604.7,0.9120,0.7400,0.9244,0,False
u,TNT/ULTRASPEC.u_filter,TNT,ULTRASPEC,3515.0,663.7,0.9142,0.6681,0.9407,0,False
u,TNO/ULTRACAM.u-2,TNO,ULTRACAM,3499.4,681.8,0.9143,0.6677,0.9407,0,False
u,Paranal/FORS1.ESO1038,Paranal,FORS1,3500.2,438.3,0.9148,0.6183,0.9309,0,False
u,Paranal/FORS1.ESO1112,Paranal,FORS1,3632.3,504.9,0.9168,0.7421,0.9341,0,False
u,LCO/CSP.u,LCO,SITe3,3671.6,390.3,0.9173,0.6967,0.9373,0,False
u,TNG/DOLORES.SDSS_u,TNG,DOLORES,3506.6,673.5,0.9179,0.6714,0.9447,0,False
u,TNG/OIG.SDSS_u,TNG,OIG,3506.6,673.1,0.9179,0.6715,0.9448,0,False
u,TNG/TNG.TNG29,TNG,,3506.8,673.5,0.9181,0.6757,0.9446,0,False
u,VATT/VATT.u_sdss,VATT,,3506.2,667.5,0.9188,0.6749,0.9462,0,False
u,LSST/LSST.u_filter,LSST,LSST,3641.2,712.8,0.9194,0.7145,0.9531,0,False
u,LasCumbres/LasCumbres.SDSS_up,LasCumbres,,3543.5,638.9,0.9220,0.6685,0.9428,0,False
u,Paranal/OmegaCAM.u_CAL_filter,Paranal,OmegaCAM,3520.8,612.1,0.9224,0.6384,0.9376,0,False
u,TNO/ULTRACAM.u-3,TNO,ULTRACAM,3511.2,651.7,0.9233,0.6773,0.9523,0,False
u,TNG/TNG.TNG34,TNG,,3661.3,597.5,0.9238,0.7317,0.9443,0,False
u,Gemini/GMOS-S.u,Gemini,GMOS-S,3658.1,557.5,0.9261,0.7348,0.9429,0,False
u,Gemini/GMOS-N.u,Gemini,GMOS-N,3643.9,630.4,0.9271,0.7326,0.9518,0,False
u,INT/WFC.RGO_u,INT,WFC,3632.1,635.9,0.9294,0.7374,0.9574,0,False
u,FLWO/KeplerCam.u,FLWO,KeplerCam,3514.4,592.6,0.9298,0.6550,0.9540,0,False
u,LCO/CSP2.u,LCO,Swope,3648.3,438.2,0.9302,0.7171,0.9552,0,False
u,NOT/NOT.082,NOT,,3514.6,630.3,0.9304,0.6729,0.9611,0,False
u,Paranal/OmegaCAM.u_SDSS_filter,Paranal,OmegaCAM,3593.8,562.1,0.9321,0.7432,0.9479,0,False
u,IAC80/CAMELOT.sdss_u,IAC80,CAMELOT,3523.5,626.0,0.9325,0.6822,0.9648,0,False
u,BOK/90prime.sdss_u,BOK,90prime,3508.6,581.3,0.9327,0.6570,0.9550,0,False
u,TNO/ULTRACAM.u,TNO,ULTRACAM,3520.8,612.7,0.9339,0.6802,0.9643,0,False
u,CAHA/LAICA.SDSS_u,CAHA,LAICA,3564.4,602.4,0.9347,0.7323,0.9692,0,False
u,WIYN/NESSI.u,WIYN,NESSI,3602.3,384.4,0.9348,0.7386,0.9529,0,False
u,VATT/VATT.u,VATT,,3627.0,586.9,0.9358,0.7518,0.9600,0,False
u,MMT/MMTCam.u,MMT,MMTCam,3544.0,438.0,0.9362,0.6928,0.9441,0,False
u,NOT/NOT.109,NOT,,3556.8,583.9,0.9365,0.7168,0.9498,0,False
u,BOK/SCUSS.u_noatm,BOK,SCUSS,3532.9,560.8,0.9370,0.6707,0.9569,0,False
u,GTC/HIPERCAM.u_filter,GTC,HiPERCAM,3553.0,604.2,0.9384,0.7043,0.9667,0,False
u,WHT/ULTRACAM.u_filter,WHT,ULTRACAM,3556.0,604.2,0.9389,0.7080,0.9678,0,False
u,FLWO/KeplerCam.u_old,FLWO,KeplerCam,3567.4,567.8,0.9400,0.7195,0.9711,0,False
u,CTIO/SOI.sdss_u,CTIO,SOI,3556.4,582.4,0.9414,0.7181,0.9614,0,False
u,Liverpool/RATCam.sdss-u,LT,RATCam,3538.6,531.1,0.9424,0.7002,0.9628,0,False
u,STELLA/WiFSIP.Sloan_u,STELLA,WiFSIP,3600.5,498.1,0.9432,0.7612,0.9628,0,False
u,LCO/MagIC.sdss_u,LCO,MagIC,3594.4,504.3,0.9433,0.7527,0.9605,0,False
u,CTIO/Y4KCam.sdss_u,CTIO,Y4KCam,3575.7,536.3,0.9450,0.7346,0.9658,0,False
u,LBT/MODS.sdss_u,LBT,MODS,3586.1,526.8,0.9450,0.7346,0.9658,0,False
g,WIYN/NESSI.z_filter,WIYN,NESSI,9387.8,2360.6,0.0002,0.0000,0.0000,101,True
g,CAHA/CAHA.496_10,CAHA,,4953.3,102.8,0.3553,0.0000,0.3490,99,True
g,OSN/Gunn.g,OSN,,4894.6,684.2,0.7328,0.0000,0.7300,1,False
g,LaSilla/EFOSC.ESO782,La Silla,EFOSC,5105.0,813.9,0.7439,0.0000,0.7499,2,False
g,TNG/TNG.TNG14,TNG,,5156.5,891.1,0.7457,0.0000,0.7507,2,False
g,Paranal/FORS1.ESO1040,Paranal,FORS1,5065.2,793.2,0.7634,0.0000,0.7678,2,False
g,KPNO/KP4in.Gunn_g,KPNO,KP4in,4929.1,705.5,0.7991,0.0000,0.8002,2,False
g,Keck/LRIS.g,Keck,LRIS,4706.3,981.8,0.8263,0.0000,0.8395,2,False
g,SkyMapper/SkyMapper.g,SkyMapper,SkyMapper,5016.1,1565.8,0.8413,0.0000,0.8582,2,False
g,CAHA/CAHA.493_54,CAHA,,4900.5,539.6,0.8556,0.0000,0.8640,1,False
g,CAHA/CAHA.496_100,CAHA,,4912.5,994.0,0.8935,0.0000,0.9070,2,False
g,LaSilla/GROND.g,La Silla,GROND,4503.0,1491.4,0.9013,0.0000,0.9371,2,False
g,CAHA/LAICA.SDSS_g,CAHA,LAICA,4857.4,1244.5,0.9153,0.0000,0.9354,2,False
g,SOFIA/FPI.g_sdss,SOFIA,FPI,4933.1,652.7,0.9270,0.0000,0.9502,2,False
g,CFHT/Megaprime.gS_fil,CFHT,Megaprime,4795.7,1461.2,0.9307,0.0000,0.9591,2,False
g,Paranal/FORS1.ESO1115,Paranal,FORS1,4587.2,1602.6,0.9328,0.0000,0.9686,2,False
g,LCO/MagIC.sdss_g,LCO,MagIC,4733.4,1305.4,0.9332,0.0000,0.9574,2,False
g,CFHT/MegaCam.g_1,CFHT,MegaCam,4803.4,1452.7,0.9337,0.0000,0.9618,2,False
g,NOT/NOT.120,NOT,,4592.3,1529.2,0.9352,0.0000,0.9710,2,False
g,Palomar/ZTF.g_fil,Palomar,ZTF,4753.2,1315.8,0.9358,0.0000,0.9620,2,False
g,SLOAN/SDSS.g,SLOAN,,4671.8,1175.6,0.9385,0.0000,0.9704,2,False
g,SOFIA/HIPO.g_sdss_d675,SOFIA,HIPO,4604.1,1407.3,0.9388,0.0000,0.9792,2,False
g,Paranal/OmegaCAM.g_CAL,Paranal,OmegaCAM,4734.7,1323.0,0.9410,0.0000,0.9684,2,False
g,Paranal/OmegaCAM.g_CAL_filter,Paranal,OmegaCAM,4738.4,1322.4,0.9414,0.0000,0.9689,2,False
g,INT/WFC.Gunn_g,INT,WFC,4780.8,1286.9,0.9422,0.0000,0.9668,2,False
g,INT/UVEX.g,INT,WFC,4808.5,1227.3,0.9440,0.0000,0.9693,2,False
g,CTIO/SOI.sdss_g,CTIO,SOI,4641.8,1374.9,0.9445,0.0000,0.9796,2,False
g,GTC/OSIRIS.sdss_g_filter,GTC,Osiris,4744.5,1512.3,0.9453,0.0000,0.9775,2,False
g,CSST/SC0-Phot.g_ccd,CSST,CSS-OS,4673.6,1494.1,0.9463,0.0000,0.9825,2,False
g,Paranal/OmegaCAM.g_SDSS,Paranal,OmegaCAM,4678.7,1319.7,0.9469,0.0000,0.9800,2,False
g,Paranal/OmegaCAM.g_SDSS_filter,Paranal,OmegaCAM,4680.5,1321.7,0.9474,0.0000,0.9806,2,False
g,MMT/MMTCam.g,MMT,MMTCam,4738.6,1551.2,0.9474,0.0000,0.9794,2,False
g,KPNO/MOSAIC.g_sdss,KPNO,MOSAIC,4665.4,1395.7,0.9488,0.0000,0.9839,2,False
g,P200/LFC.sdss_g_filter,Palomar,LFC,4700.1,1364.9,0.9489,0.0000,0.9841,2,False
g,WHT/ULTRACAM.g_filter,WHT,ULTRACAM,4760.3,1444.3,0.9492,0.0000,0.9827,2,False
g,GTC/HIPERCAM.g_filter,GTC,HiPERCAM,4757.3,1444.3,0.9497,0.0000,0.9835,2,False
g,TNO/ULTRACAM.super_g,TNO,ULTRACAM,4628.4,1493.3,0.9500,0.0000,0.9876,2,False
g,P200/LFC.sdss_g,Palomar,LFC,4724.3,1281.7,0.9501,0.0000,0.9835,2,False
g,LBT/LBCB.sdss-g_2,LBT,LBC,4671.6,1570.9,0.9504,0.0000,0.9866,2,False
g,WIYN/ODI.g,WIYN,ODI,4701.1,1517.7,0.9506,0.0000,0.9874,2,False
g,CFHT/Megaprime.g_fil,CFHT,Megaprime,4691.2,1541.3,0.9508,0.0000,0.9894,2,False
g,CTIO/DECam.g_filter,CTIO,DECam,4673.2,1492.5,0.9509,0.0000,0.9884,2,False
g,WHT/ULTRACAM.g_s_noatm,WHT,ULTRACAM,4682.5,1474.6,0.9509,0.0000,0.9882,2,False
g,WIYN/NESSI.g,WIYN,NESSI,4805.2,1299.4,0.9514,0.0000,0.9825,2,False
g,TNO/ULTRACAM.g,TNO,ULTRACAM,4696.0,1533.6,0.9519,0.0000,0.9854,2,False
g,LasCumbres/LasCumbres.SDSS_gp,LasCumbres,,4647.9,1487.5,0.9520,0.0000,0.9886,2,False
g,Gemini/GMOS-N.g,Gemini,GMOS-N,4650.2,1545.9,0.9523,0.0000,0.9905,2,False
g,WIYN/NESSI.g_filter,WIYN,NESSI,4742.8,1505.4,0.9524,0.0000,0.9879,2,False
g,Gemini/GMOS-S.g,Gemini,GMOS-S,4642.3,1550.3,0.9524,0.0000,0.9903,2,False
g,GTC/HIPERCAM.g_s_filter,GTC,HiPERCAM,4686.8,1486.9,0.9525,0.0000,0.9890,2,False
g,LBT/LBCB.sdss-g_1,LBT,LBC,4694.6,1520.0,0.9525,0.0000,0.9883,2,False
g,WHT/PAUCam.g,WHT,PAUCam,4711.0,1334.4,0.9526,0.0177,0.9874,2,False
g,WHT/ULTRACAM.g_s_filter,WHT,ULTRACAM,4689.8,1486.9,0.9526,0.0000,0.9895,2,False
g,LSST/LSST.g_filter,LSST,LSST,4704.1,1466.9,0.9530,0.0000,0.9897,2,False
g,WHT/ULTRACAM.g_s,WHT,ULTRACAM,4704.5,1469.3,0.9530,0.0000,0.9891,2,False
g,CTIO/S-PLUS.g,CTIO,S-PLUS,4715.8,1505.5,0.9532,0.0000,0.9893,2,False
g,GTC/HIPERCAM.g_s_noatm,GTC,HiPERCAM,4702.8,1437.9,0.9533,0.0000,0.9900,2,False
g,OAJ/JPLUS.gSDSS_filter,OAJ,T80Cam,4702.3,1489.1,0.9539,0.0000,0.9911,2,False
g,STELLA/WiFSIP.Sloan_g,STELLA,WiFSIP,4645.8,1522.2,0.9540,0.0000,0.9923,2,False
g,CFHT/MegaCam.g,CFHT,MegaCam,4721.1,1532.2,0.9543,0.0000,0.9916,2,False
g,WHT/ULTRACAM.g_noatm,WHT,ULTRACAM,4739.9,1358.7,0.9544,0.0000,0.9891,2,False
g,CTIO/DECam.g_old,CTIO,DECam,4770.1,1104.1,0.9545,0.0000,0.9872,2,False
g,GTC/HIPERCAM.g_s,GTC,HiPERCAM,4723.6,1380.4,0.9546,0.0000,0.9897,2,False
g,WHT/ULTRACAM.g,WHT,ULTRACAM,4761.3,1240.1,0.9547,0.0000,0.9887,2,False
g,Liverpool/RATCam.sdss-g,LT,RATCam,4730.2,1334.7,0.9547,0.0000,0.9861,2,False
g,CTIO/DECam.g,CTIO,DECam,4769.9,1110.2,0.9549,0.0000,0.9877,2,False
g,SOFIA/HIPO.g_sdss_d675_alm,SOFIA,HIPO,4705.0,1380.1,0.9549,0.0000,0.9891,2,False
g,CSST/SC0-Phot.g,CSST,CSS-OS,4729.3,1476.6,0.9552,0.0000,0.9918,2,False
g,LSST/LSST.g,LSST,LSST,4740.7,1419.4,0.9553,0.0000,0.9898,2,False
g,TNO/ULTRACAM.g-3,TNO,ULTRACAM,4652.4,1476.4,0.9555,0.0000,0.9929,2,False
g,PAN-STARRS/PS1.g,PAN-STARRS,PAN-STARRS,4810.2,1148.7,0.9555,0.0000,0.9869,2,False
g,Liverpool/IOO.SDSS-g_filter,LT,IO:O,4733.3,1473.6,0.9557,0.0000,0.9928,2,False
g,Mercator/MAIA.g,Mercator,MAIA,4784.3,1175.0,0.9559,0.0000,0.9854,2,False
g,TNT/ULTRASPEC.g_filter,TNT,ULTRASPEC,4702.7,1483.4,0.9560,0.0000,0.9936,2,False
g,TNO/ULTRACAM.g-2,TNO,ULTRACAM,4663.6,1504.9,0.9560,0.0000,0.9937,2,False
g,LCO/IMACS.sloan_g,LCO,IMACS,4677.2,1483.2,0.9562,0.0000,0.9922,2,False
g,OAO/MuSCAT.gp2,OAO,MuSCAT,4754.3,1386.5,0.9563,0.0000,0.9897,2,False
g,CTIO/Y4KCam.sdss_g,CTIO,Y4KCam,4691.4,1496.3,0.9563,0.0000,0.9918,2,False
g,LBT/MODS.sdss_g,LBT,MODS,4730.6,1449.3,0.9563,0.0000,0.9918,2,False
g,OAO/KOOLS.sdss_g_filter,OAO,KOOLS,4710.0,1416.9,0.9563,0.0000,0.9915,2,False
g,OAO/KOOLS.sdss_g,OAO,KOOLS,4711.6,1415.2,0.9564,0.0000,0.9914,2,False
g,McD/DIAFI.sdss_g,McDonalds,DIAFI,4669.5,1464.4,0.9564,0.0000,0.9917,2,False
g,BOK/BASS.g_filter,BOK,90prime,4707.5,1448.3,0.9567,0.0000,0.9932,2,False
g,TNG/DOLORES.SDSS_g,TNG,DOLORES,4671.0,1496.8,0.9567,0.0000,0.9940,2,False
g,TNG/TNG.TNG30,TNG,,4671.0,1496.8,0.9569,0.0000,0.9941,2,False
g,LCO/e2v.g,LCO,e2v,4716.7,1442.8,0.9569,0.0000,0.9927,2,False
g,LCO/CSP2.g,LCO,Swope,4716.7,1442.8,0.9569,0.0000,0.9927,2,False
g,NOT/NOT.083,NOT,,4685.8,1461.4,0.9571,0.0000,0.9920,2,False
g,LCO/CSP.g,LCO,SITe3,4733.6,1364.1,0.9574,0.0000,0.9931,2,False
g,LCO/SITe3.g,LCO,SITe3,4733.6,1364.1,0.9574,0.0000,0.9931,2,False
g,TNG/OIG.SDSS_g,TNG,OIG,4677.6,1482.3,0.9575,0.0000,0.9943,2,False
g,VATT/VATT.g_sdss,VATT,,4680.4,1466.4,0.9575,0.0000,0.9941,2,False
g,TNG/TNG.TNG35,TNG,,4677.7,1482.4,0.9577,0.0000,0.9944,2,False
g,IAC80/CAMELOT.sdss_g,IAC80,CAMELOT,4683.1,1434.3,0.9577,0.0000,0.9930,2,False
g,CTIO/MosaicII.gSDSS,CTIO,MosaicII,4743.7,1321.0,0.9578,0.0000,0.9918,2,False
g,BOK/BASS.g,BOK,90prime,4729.3,1418.6,0.9578,0.0000,0.9931,2,False
g,SLOAN/SDSS.gprime_filter,SLOAN,,4723.6,1401.3,0.9579,0.0000,0.9918,2,False
g,TNT/ULTRASPEC.g,TNT,ULTRASPEC,4784.2,1217.5,0.9583,0.0000,0.9908,2,False
g,FLWO/KeplerCam.g,FLWO,KeplerCam,4735.9,1350.9,0.9585,0.0000,0.9932,2,False
g,TNT/ULTRASPEC.g_noatm,TNT,ULTRASPEC,4764.0,1256.4,0.9587,0.0000,0.9928,2,False
g,GTC/HIPERCAM.g,GTC,HiPERCAM,4769.4,1244.9,0.9591,0.0000,0.9905,2,False
g,GTC/HIPERCAM.g_noatm,GTC,HiPERCAM,4750.3,1297.1,0.9592,0.0000,0.9919,2,False
r,OAO/MuSCAT.zs2,OAO,MuSCAT,8683.5,922.9,0.0008,0.0000,0.0000,75,True
r,LaSilla/EFOSC.ESO784,La Silla,EFOSC,6656.7,1032.2,0.7194,0.0000,0.6977,1,False
r,TNG/TNG.TNG15,TNG,,6582.3,1128.3,0.7649,0.0000,0.7477,1,False
r,CAHA/CAHA.663_105c,CAHA,,6598.2,1043.5,0.7957,0.0000,0.7822,1,False
r,CAHA/CAHA.664_114,CAHA,,6586.3,1139.0,0.8020,0.0000,0.7900,1,False
r,LCO/IMACS.sloan_r,LCO,IMACS,6463.6,995.3,0.8104,0.0000,0.8105,1,False
r,Paranal/FORS1.ESO1041,Paranal,FORS1,6489.4,801.2,0.8113,0.0000,0.8070,1,False
r,KPNO/KP4in.Gunn_r,KPNO,KP4in,6467.7,789.6,0.8192,0.0000,0.8152,1,False
r,CAHA/CAHA.656_84,CAHA,,6520.0,845.8,0.8331,0.0000,0.8329,1,False
r,VATT/VATT.r,VATT,,6310.0,1186.3,0.8779,0.0624,0.8915,1,False
r,WHT/PAUCam.r,WHT,PAUCam,6376.4,1464.1,0.8980,0.0000,0.9082,1,False
