band,filter_id,facility,instrument,wavelength_eff,fwhm,mean_overlap,min_overlap,median_overlap,n_low_pairs,is_outlier
r,BOK/BASS.r_filter,BOK,90prime,6352.5,1422.8,0.9040,0.0000,0.9145,1,False
r,BOK/BASS.r,BOK,90prime,6345.2,1425.2,0.9041,0.0000,0.9151,1,False
r,LaSilla/GROND.r,La Silla,GROND,6096.7,1692.1,0.9126,0.0000,0.9405,1,False
r,CSST/SC0-Phot.r_fil,CSST,CSS-OS,6077.3,1452.3,0.9225,0.0000,0.9667,1,False
r,CSST/SC0-Phot.r_ccd,CSST,CSS-OS,6075.1,1453.1,0.9239,0.0000,0.9684,1,False
r,MMT/MMTCam.r,MMT,MMTCam,6121.8,1642.9,0.9252,0.0000,0.9569,1,False
r,OAO/MuSCAT.rp2,OAO,MuSCAT,6245.6,1292.6,0.9332,0.0000,0.9621,1,False
r,FLWO/KeplerCam.r,FLWO,KeplerCam,6199.0,1528.5,0.9363,0.0000,0.9658,1,False
r,LCO/MagIC.sdss_r,LCO,MagIC,6100.7,1399.9,0.9364,0.0000,0.9815,1,False
r,GTC/HIPERCAM.r_s_noatm,GTC,HiPERCAM,6146.8,1331.6,0.9376,0.0000,0.9847,1,False
r,TNO/ULTRACAM.super_r,TNO,ULTRACAM,6113.6,1374.3,0.9380,0.0000,0.9867,1,False
r,GTC/HIPERCAM.r_s,GTC,HiPERCAM,6153.8,1319.2,0.9383,0.0000,0.9847,1,False
r,TNO/ULTRACAM.r-3,TNO,ULTRACAM,6108.9,1331.2,0.9393,0.0000,0.9845,1,False
r,Mercator/MAIA.r,Mercator,MAIA,6335.5,1175.9,0.9394,0.0000,0.9601,1,False
r,WIYN/NESSI.r,WIYN,NESSI,6135.1,1437.3,0.9408,0.0000,0.9847,1,False
r,CSST/SC0-Phot.r,CSST,CSS-OS,6121.6,1433.5,0.9409,0.0000,0.9836,1,False
r,FLWO/KeplerCam.r_old,FLWO,KeplerCam,6180.9,1469.5,0.9411,0.0000,0.9716,1,False
r,LBT/LBCR.sdss-r,LBT,LBC,6232.3,1238.2,0.9413,0.0000,0.9717,1,False
r,NOT/NOT.110,NOT,,6112.6,1475.4,0.9416,0.0000,0.9790,1,False
r,TNG/DOLORES.SDSS_r,TNG,DOLORES,6127.5,1286.4,0.9416,0.0000,0.9851,1,False
r,TNG/OIG.SDSS_r,TNG,OIG,6127.5,1286.4,0.9416,0.0000,0.9851,1,False
r,TNG/TNG.TNG31,TNG,,6127.6,1286.4,0.9423,0.0000,0.9851,1,False
r,TNG/TNG.TNG36,TNG,,6127.6,1286.4,0.9423,0.0000,0.9851,1,False
r,STELLA/WiFSIP.Sloan_r,STELLA,WiFSIP,6120.3,1329.4,0.9426,0.0000,0.9869,1,False
r,NOT/NOT.084,NOT,,6211.2,1476.7,0.9430,0.0000,0.9703,1,False
r,Gemini/GMOS-S.r,Gemini,GMOS-S,6243.8,1414.6,0.9435,0.0000,0.9688,1,False
r,GTC/HIPERCAM.r_noatm,GTC,HiPERCAM,6186.1,1254.4,0.9438,0.0000,0.9874,1,False
r,GTC/HIPERCAM.r_s_filter,GTC,HiPERCAM,6166.7,1369.1,0.9439,0.0000,0.9893,1,False
r,GTC/HIPERCAM.r,GTC,HiPERCAM,6192.8,1242.3,0.9441,0.0000,0.9870,1,False
r,WHT/ULTRACAM.r_s_filter,WHT,ULTRACAM,6170.8,1369.1,0.9444,0.0000,0.9887,1,False
r,KPNO/MOSAIC.r_sdss,KPNO,MOSAIC,6196.9,1475.2,0.9445,0.0000,0.9755,1,False
r,IAC80/CAMELOT.sdss_r,IAC80,CAMELOT,6141.1,1429.3,0.9446,0.0000,0.9851,1,False
r,WIYN/ODI.r,WIYN,ODI,6135.4,1390.4,0.9453,0.0000,0.9912,1,False
r,Paranal/OmegaCAM.r_CAL_filter,Paranal,OmegaCAM,6177.5,1462.4,0.9462,0.0000,0.9830,1,False
r,TNO/ULTRACAM.r-2,TNO,ULTRACAM,6124.6,1339.1,0.9465,0.0000,0.9889,1,False
r,TNT/ULTRASPEC.r_filter,TNT,ULTRASPEC,6149.8,1313.3,0.9465,0.0000,0.9889,1,False
r,WHT/ULTRACAM.r_s_noatm,WHT,ULTRACAM,6208.8,1287.3,0.9466,0.0000,0.9860,1,False
r,WHT/ULTRACAM.r_s,WHT,ULTRACAM,6215.2,1259.6,0.9470,0.0000,0.9862,1,False
r,VATT/VATT.r_sdss,VATT,,6146.1,1286.6,0.9473,0.0000,0.9895,1,False
r,TNT/ULTRASPEC.r_noatm,TNT,ULTRASPEC,6159.9,1303.8,0.9474,0.0000,0.9886,1,False
r,TNT/ULTRASPEC.r,TNT,ULTRASPEC,6167.6,1286.1,0.9478,0.0000,0.9881,1,False
r,LSST/LSST.r_filter,LSST,LSST,6155.8,1365.2,0.9479,0.0000,0.9893,1,False
r,CTIO/Y4KCam.sdss_r,CTIO,Y4KCam,6176.6,1372.6,0.9481,0.0000,0.9883,1,False
r,LBT/MODS.sdss_r,LBT,MODS,6202.2,1349.7,0.9481,0.0000,0.9883,1,False
r,Paranal/OmegaCAM.r_SDSS_filter,Paranal,OmegaCAM,6255.3,1342.8,0.9483,0.0000,0.9745,1,False
r,Gemini/GMOS-N.r,Gemini,GMOS-N,6224.3,1363.5,0.9485,0.0000,0.9770,1,False
r,Liverpool/RATCam.sdss-r,LT,RATCam,6164.8,1405.0,0.9486,0.0000,0.9869,1,False
r,LasCumbres/LasCumbres.SDSS_rp,LasCumbres,,6150.2,1391.4,0.9488,0.0000,0.9879,1,False
r,McD/DIAFI.sdss_r,McDonalds,DIAFI,6149.3,1293.4,0.9490,0.0000,0.9912,1,False
r,Paranal/OmegaCAM.r_SDSS,Paranal,OmegaCAM,6241.3,1354.3,0.9492,0.0000,0.9769,1,False
r,INT/WFC.Gunn_r,INT,WFC,6153.4,1339.3,0.9493,0.0000,0.9902,1,False
r,LSST/LSST.r,LSST,LSST,6172.3,1327.3,0.9495,0.0000,0.9895,1,False
r,LCO/CSP.r,LCO,SITe3,6184.7,1290.3,0.9497,0.0000,0.9926,1,False
r,LCO/CSP2.r,LCO,Swope,6180.8,1300.7,0.9502,0.0000,0.9925,1,False
r,INT/UVEX.r,INT,WFC,6177.7,1357.5,0.9503,0.0000,0.9898,1,False
r,WHT/ULTRACAM.r_noatm,WHT,ULTRACAM,6249.1,1241.8,0.9503,0.0000,0.9807,1,False
r,WHT/ULTRACAM.r,WHT,ULTRACAM,6255.5,1229.7,0.9504,0.0000,0.9801,1,False
r,CFHT/MegaCam.r_1,CFHT,MegaCam,6207.2,1241.2,0.9506,0.0000,0.9902,1,False
r,LBT/LBCB.sdss-r_2,LBT,LBC,6150.0,1351.2,0.9510,0.0000,0.9925,1,False
r,CTIO/SOI.sdss_r,CTIO,SOI,6180.9,1388.8,0.9519,0.0000,0.9895,1,False
r,LBT/LBCB.sdss-r_1,LBT,LBC,6174.0,1312.2,0.9520,0.0000,0.9925,1,False
r,TNO/ULTRACAM.r,TNO,ULTRACAM,6165.5,1331.4,0.9523,0.0000,0.9924,1,False
r,WHT/ULTRACAM.r_filter,WHT,ULTRACAM,6222.3,1312.6,0.9528,0.0000,0.9864,1,False
r,GTC/HIPERCAM.r_filter,GTC,HiPERCAM,6218.1,1312.6,0.9530,0.0000,0.9876,1,False
r,CAHA/LAICA.SDSS_r,CAHA,LAICA,6187.4,1385.7,0.9532,0.0000,0.9880,1,False
i,CSTAR/CSTAR2.g,CSTAR,CSTAR,4619.0,1487.8,0.0009,0.0000,0.0000,67,True
i,CSTAR/CSTAR4.r,CSTAR,CSTAR,6283.9,1382.1,0.1516,0.0048,0.1587,67,True
i,LCO/CCD3x3.LC-3016,LCO,,8565.8,3058.6,0.5978,0.0030,0.6086,2,True
i,KPNO/KP4in.Gunn_I,KPNO,KP4in,8104.1,1288.9,0.7219,0.0000,0.7385,2,False
i,VATT/VATT.i,VATT,,8038.8,1623.8,0.7484,0.0000,0.7612,2,False
i,TNG/TNG.TNG07,TNG,,8091.8,2135.8,0.7620,0.0000,0.7802,2,False
i,INT/WFC.RGO_i,INT,WFC,8044.6,1711.5,0.7727,0.0000,0.7929,2,False
i,LaSilla/EFOSC.ESO705,La Silla,EFOSC,7946.2,1548.8,0.8100,0.0000,0.8361,2,False
i,LaSilla/GROND.i,La Silla,GROND,7604.4,1001.7,0.8594,0.0000,0.8985,2,False
i,LasCumbres/LasCumbres.SDSS_ip,LasCumbres,,7470.5,1287.7,0.8910,0.0000,0.9425,2,False
i,LSST/LSST.i_filter,LSST,LSST,7504.6,1252.3,0.8924,0.0000,0.9444,2,False
i,WIYN/ODI.i,WIYN,ODI,7507.6,1295.8,0.8976,0.0000,0.9454,2,False
i,Liverpool/RATCam.sdss-i,LT,RATCam,7655.0,1770.0,0.9070,0.0000,0.9414,2,False
i,CFHT/MegaCam.i_2,CFHT,MegaCam,7497.3,1588.7,0.9173,0.0000,0.9690,2,False
i,GTC/HIPERCAM.i,GTC,HiPERCAM,7617.3,1279.8,0.9195,0.0000,0.9622,2,False
i,NOT/NOT.111,NOT,,7606.3,1715.5,0.9196,0.0000,0.9561,2,False
i,Paranal/OmegaCAM.i_SDSS,Paranal,OmegaCAM,7507.7,1575.4,0.9200,0.0000,0.9695,2,False
i,Gemini/GMOS-S.i,Gemini,GMOS-S,7719.0,1440.9,0.9233,0.0000,0.9643,2,False
i,CSTAR/CSTAR1.i,CSTAR,CSTAR,7705.4,1608.8,0.9234,0.0000,0.9634,2,False
i,WIYN/NESSI.i,WIYN,NESSI,7541.7,1472.1,0.9235,0.0000,0.9781,2,False
i,CSST/SC0-Phot.i_fil,CSST,CSS-OS,7556.1,1555.0,0.9250,0.0000,0.9773,2,False
i,TNT/ULTRASPEC.i,TNT,ULTRASPEC,7530.3,1345.7,0.9251,0.0000,0.9768,2,False
i,WHT/ULTRACAM.i_s,WHT,ULTRACAM,7605.3,1429.9,0.9252,0.0000,0.9760,2,False
i,Gemini/GMOS-N.i,Gemini,GMOS-N,7713.5,1440.0,0.9253,0.0000,0.9687,2,False
i,TNT/ULTRASPEC.i_noatm,TNT,ULTRASPEC,7529.0,1346.2,0.9255,0.0000,0.9779,2,False
i,WHT/ULTRACAM.i_s_filter,WHT,ULTRACAM,7695.7,1461.1,0.9259,0.0000,0.9745,2,False
i,WHT/ULTRACAM.i_s_noatm,WHT,ULTRACAM,7603.0,1427.6,0.9260,0.0000,0.9761,2,False
i,CSST/SC0-Phot.i_ccd,CSST,CSS-OS,7558.6,1555.8,0.9264,0.0000,0.9792,2,False
i,WHT/ULTRACAM.i,WHT,ULTRACAM,7585.2,1276.6,0.9268,0.0000,0.9725,2,False
i,GTC/HIPERCAM.i_s_filter,GTC,HiPERCAM,7690.7,1461.1,0.9270,0.0000,0.9746,2,False
i,WHT/ULTRACAM.i_noatm,WHT,ULTRACAM,7583.8,1280.0,0.9272,0.0000,0.9731,2,False
i,LCO/MagIC.sdss_i,LCO,MagIC,7565.3,1435.3,0.9275,0.0000,0.9798,2,False
i,Paranal/OmegaCAM.i_SDSS_filter,Paranal,OmegaCAM,7581.2,1576.1,0.9275,0.0000,0.9736,2,False
i,FLWO/KeplerCam.i_old,FLWO,KeplerCam,7664.8,1559.5,0.9281,0.0000,0.9690,2,False
i,WHT/PAUCam.i,WHT,PAUCam,7672.0,1570.8,0.9282,0.0161,0.9694,2,False
i,MMT/MMTCam.i,MMT,MMTCam,7590.2,1565.9,0.9299,0.0000,0.9805,2,False
i,Paranal/OmegaCAM.i_CAL,Paranal,OmegaCAM,7552.5,1551.6,0.9301,0.0000,0.9819,2,False
i,TNO/ULTRACAM.i,TNO,ULTRACAM,7599.7,1340.0,0.9307,0.0000,0.9782,2,False
i,FLWO/KeplerCam.i,FLWO,KeplerCam,7645.8,1496.2,0.9311,0.0000,0.9775,2,False
i,TNO/ULTRACAM.i-3,TNO,ULTRACAM,7608.3,1364.8,0.9317,0.0000,0.9792,2,False
i,LCO/CSP.i,LCO,SITe3,7585.3,1370.7,0.9317,0.0000,0.9821,2,False
i,TNO/ULTRACAM.super_i,TNO,ULTRACAM,7633.1,1467.2,0.9317,0.0000,0.9835,2,False
i,CAHA/LAICA.SDSS_i,CAHA,LAICA,7658.5,1545.6,0.9318,0.0000,0.9742,2,False
i,McD/DIAFI.sdss_i,McDonalds,DIAFI,7593.7,1370.9,0.9318,0.0000,0.9808,2,False
i,IAC80/CAMELOT.sdss_i,IAC80,CAMELOT,7626.4,1567.3,0.9320,0.0000,0.9783,2,False
i,INT/WFC.Gunn_i,INT,WFC,7663.3,1523.0,0.9322,0.0000,0.9775,2,False
i,WHT/ULTRACAM.i_filter,WHT,ULTRACAM,7659.8,1325.8,0.9323,0.0000,0.9805,2,False
i,LCO/CSP2.i,LCO,Swope,7603.7,1371.9,0.9323,0.0000,0.9816,2,False
i,GTC/HIPERCAM.i_filter,GTC,HiPERCAM,7654.7,1325.8,0.9324,0.0000,0.9803,2,False
i,Paranal/OmegaCAM.i_CAL_filter,Paranal,OmegaCAM,7626.1,1565.8,0.9332,0.0000,0.9807,2,False
i,CAHA/Astralux.sdss_i,CAHA,Astralux,7609.8,1367.8,0.9333,0.0000,0.9831,2,False
i,CSST/SC0-Phot.i,CSST,CSS-OS,7578.8,1537.4,0.9333,0.0000,0.9842,2,False
i,TNO/ULTRACAM.i-2,TNO,ULTRACAM,7605.8,1373.7,0.9335,0.0000,0.9822,2,False
i,TNT/ULTRASPEC.i_filter,TNT,ULTRASPEC,7627.4,1346.8,0.9336,0.0000,0.9823,2,False
i,CAHA/Astralux.sdss_i_noatm,CAHA,Astralux,7609.7,1368.3,0.9337,0.0000,0.9835,2,False
i,LCO/IMACS.sloan_i,LCO,IMACS,7654.4,1520.0,0.9342,0.0000,0.9809,2,False
i,KPNO/MOSAIC.i_sdss,KPNO,MOSAIC,7633.0,1539.9,0.9343,0.0000,0.9812,2,False
i,CTIO/Y4KCam.sdss_i,CTIO,Y4KCam,7606.1,1502.8,0.9345,0.0000,0.9873,2,False
i,LBT/MODS.sdss_i,LBT,MODS,7631.1,1478.6,0.9345,0.0000,0.9873,2,False
i,NOT/NOT.085,NOT,,7603.5,1533.0,0.9351,0.0000,0.9824,2,False
i,STELLA/WiFSIP.Sloan_i,STELLA,WiFSIP,7627.3,1381.2,0.9353,0.0000,0.9853,2,False
i,CTIO/SOI.sdss_i,CTIO,SOI,7627.5,1517.6,0.9361,0.0000,0.9841,2,False
i,VATT/VATT.i_sdss,VATT,,7616.3,1376.5,0.9364,0.0000,0.9856,2,False
i,TNG/DOLORES.SDSS_i,TNG,DOLORES,7616.0,1430.7,0.9373,0.0000,0.9870,2,False
i,TNG/OIG.SDSS_i,TNG,OIG,7616.0,1430.7,0.9373,0.0000,0.9870,2,False
i,TNG/TNG.TNG32,TNG,,7616.0,1430.7,0.9378,0.0000,0.9871,2,False
i,TNG/TNG.TNG37,TNG,,7616.0,1430.7,0.9378,0.0000,0.9871,2,False
i,LBT/LBCR.sdss-i,LBT,LBC,7629.8,1476.4,0.9380,0.0000,0.9870,2,False
z,Subaru/CIAO.z,Subaru,CIAO,10313.8,499.0,0.3078,0.0000,0.3111,69,True
z,Subaru/OHS.z,Subaru,OHS,10115.9,1896.0,0.5490,0.0000,0.5301,43,True
z,INT/WFC.RGO_z,INT,WFC,8743.0,463.3,0.5658,0.0000,0.5934,41,True
z,ING/ING.024,ING,,8740.4,472.4,0.5684,0.0000,0.5986,41,True
z,SLOAN/SDSS.zprime_filter,SLOAN,,10500.6,4985.7,0.6470,0.3312,0.6170,8,True
z,Liverpool/RATCam.sdss-z,LT,RATCam,10211.4,5117.5,0.6605,0.3426,0.6355,8,False
z,WIYN/ODI.z,WIYN,ODI,8667.5,1040.3,0.6672,0.0000,0.6624,10,False
z,PAN-STARRS/PS1.z,PAN-STARRS,PAN-STARRS,8668.4,1038.8,0.6684,0.0000,0.6606,10,False
z,LasCumbres/LasCumbres.PS_z,LasCumbres,,8670.3,1026.1,0.6749,0.0000,0.6719,8,False
z,LSST/LSST.z,LSST,LSST,8678.9,1024.1,0.6751,0.0000,0.6717,9,False
z,LSST/LSST.z_filter,LSST,LSST,8695.5,1043.3,0.6797,0.0000,0.6808,7,False
z,KPNO/KP4in.Gunn_z,KPNO,KP4in,9948.1,3526.8,0.7487,0.3757,0.7142,8,False
z,FLWO/KeplerCam.z,FLWO,KeplerCam,10024.0,3455.4,0.7543,0.3816,0.7206,8,False
z,Paranal/FORS1.ESO1042,Paranal,FORS1,9913.0,3552.3,0.7567,0.3833,0.7240,8,False
z,WHT/ULTRACAM.z_filter,WHT,ULTRACAM,9981.7,3618.5,0.7603,0.3970,0.7317,7,False
z,GTC/HIPERCAM.z_filter,GTC,HiPERCAM,9975.4,3618.3,0.7613,0.3979,0.7332,6,False
z,OAJ/JPLUS.zSDSS_filter,OAJ,T80Cam,9956.6,3566.4,0.7650,0.3977,0.7378,5,False
z,TNO/ULTRACAM.z,TNO,ULTRACAM,9823.1,3708.4,0.7674,0.4036,0.7422,3,False
z,CFHT/Megaprime.zS_fil,CFHT,Megaprime,9915.3,3695.0,0.7687,0.4126,0.7437,3,False
z,CFHT/Megaprime.z_fil,CFHT,Megaprime,9916.2,3695.0,0.7687,0.4126,0.7436,3,False
z,BOK/90prime.sdss_z,BOK,90prime,9808.3,3716.0,0.7709,0.4142,0.7446,3,False
z,TNG/DOLORES.SDSS_z,TNG,DOLORES,9801.5,3718.1,0.7727,0.4167,0.7468,3,False
z,TNG/OIG.SDSS_z,TNG,OIG,9801.5,3718.1,0.7727,0.4167,0.7468,3,False
z,TNG/TNG.TNG33,TNG,,,3718.1,0.7729,0.4167,0.7468,3,False
z,TNG/TNG.TNG38,TNG,,,3718.1,0.7729,0.4167,0.7468,3,False
z,Paranal/OmegaCAM.z_SDSS,Paranal,OmegaCAM,8881.6,860.9,0.7902,0.0062,0.8666,2,False
z,FLWO/KeplerCam.z_old,FLWO,KeplerCam,9796.6,3020.1,0.7960,0.4214,0.7867,2,False
z,CTIO/Y4KCam.sdss_z,CTIO,Y4KCam,9041.4,1395.0,0.8046,0.0117,0.7688,2,False
z,LBT/MODS.sdss_z,LBT,MODS,9059.6,1393.6,0.8046,0.0117,0.7688,2,False
z,TNG/TNG.TNG16,TNG,,9208.1,1493.2,0.8055,0.0487,0.7979,2,False
z,CFHT/MegaCam.z,CFHT,MegaCam,8969.5,774.0,0.8074,0.0499,0.8009,2,False
z,LCO/MagIC.sdss_z,LCO,MagIC,9035.4,1405.2,0.8076,0.0190,0.7789,2,False
z,CTIO/DECam.z,CTIO,DECam,9154.9,1476.8,0.8106,0.0561,0.7960,2,False
z,KPNO/MzLS.z,KPNO,Mosaic3,9185.5,1451.2,0.8111,0.0796,0.8050,2,False
z,KPNO/MzLS.z_filter,KPNO,Mosaic3,9185.5,1451.2,0.8111,0.0796,0.8050,2,False
z,Gemini/GMOS-S.z,Gemini,GMOS-S,9177.9,1539.4,0.8112,0.0473,0.8007,2,False
z,CAHA/Omega2000.z,CAHA,Omega2000,8989.0,1628.5,0.8122,0.0207,0.8051,2,False
z,CTIO/SOI.sdss_z,CTIO,SOI,9616.6,3056.6,0.8132,0.4431,0.8118,2,False
z,Paranal/OmegaCAM.z_SDSS_filter,Paranal,OmegaCAM,9026.3,1225.7,0.8136,0.0410,0.8015,2,False
z,CTIO/DECam.z_old,CTIO,DECam,9155.1,1485.2,0.8137,0.0575,0.8004,2,False
z,CAHA/LAICA.SDSS_z,CAHA,LAICA,9068.1,1690.0,0.8171,0.0414,0.8110,2,False
z,CFHT/MegaCam.z_1,CFHT,MegaCam,8793.4,921.7,0.8197,0.1836,0.8421,2,False
z,Gemini/GMOS-N.z,Gemini,GMOS-N,9573.6,2538.6,0.8287,0.4617,0.8392,2,False
z,LCO/IMACS.sloan_z,LCO,IMACS,9554.5,2852.6,0.8308,0.4677,0.8398,2,False
z,Subaru/Suprime.z_filter,Subaru,Suprime,9150.5,1403.9,0.8359,0.1097,0.8364,2,False
z,WHT/PAUCam.z,WHT,PAUCam,9086.5,1531.9,0.8359,0.0816,0.8242,2,False
z,Paranal/VIMOS.z,Paranal,VIMOS,8988.9,1166.7,0.8369,0.0561,0.8331,2,False
z,LBT/LBCR.sdss-z,LBT,LBC,9536.4,2595.4,0.8369,0.4753,0.8435,2,False
z,WHT/ULTRACAM.z_s_filter,WHT,ULTRACAM,9588.6,2679.9,0.8373,0.4767,0.8509,2,False
z,NOT/NOT.086,NOT,,9266.3,1914.5,0.8373,0.3111,0.8631,1,False
z,NOT/StanCam.SDSS_z,NOT,StanCam,9267.7,1914.5,0.8375,0.3112,0.8633,1,False
z,GTC/HIPERCAM.z_s_filter,GTC,HiPERCAM,9582.5,2679.9,0.8384,0.4778,0.8503,2,False
z,GTC/OSIRIS.sdss_z_filter,GTC,Osiris,9589.6,2559.4,0.8395,0.4640,0.8500,2,False
z,TNT/ULTRASPEC.z,TNT,ULTRASPEC,8903.4,1083.7,0.8397,0.1075,0.8783,2,False
z,KPNO/MOSAIC.z_sdss,KPNO,MOSAIC,9500.0,2661.4,0.8404,0.4659,0.8519,2,False
z,IAC80/CAMELOT.sdss_z,IAC80,CAMELOT,9496.7,2673.3,0.8404,0.4673,0.8521,2,False
z,TNT/ULTRASPEC.z_noatm,TNT,ULTRASPEC,8918.0,1152.4,0.8409,0.1051,0.8696,2,False
z,P200/LFC.sdss_z_filter,Palomar,LFC,9558.5,2593.9,0.8411,0.4678,0.8520,2,False
z,CAHA/Astralux.sdss_z_filter,CAHA,Astralux,9569.6,2617.1,0.8414,0.4823,0.8472,2,False
z,CTIO/MosaicII.zSDSS,CTIO,MosaicII,9559.2,2555.6,0.8416,0.4669,0.8507,2,False
z,OAO/KOOLS.sdss_z_filter,OAO,KOOLS,9566.4,2620.1,0.8425,0.4829,0.8485,2,False
z,TNO/ULTRACAM.z-3,TNO,ULTRACAM,9501.9,2657.3,0.8425,0.4824,0.8489,2,False
z,McD/DIAFI.sdss_z,McDonalds,DIAFI,9504.2,2645.8,0.8429,0.4831,0.8486,2,False
z,STELLA/WiFSIP.Sloan_z,STELLA,WiFSIP,9496.2,2670.0,0.8432,0.4812,0.8496,2,False
z,VATT/VATT.z_sdss,VATT,,9500.2,2663.0,0.8432,0.4813,0.8497,2,False
z,Liverpool/IOO.SDSS-z_filter,LT,IO:O,9561.1,2630.9,0.8433,0.4835,0.8491,2,False
z,TNO/ULTRACAM.super_z,TNO,ULTRACAM,9480.4,2694.1,0.8445,0.4839,0.8520,2,False
z,TNO/ULTRACAM.z-2,TNO,ULTRACAM,9484.8,2675.1,0.8454,0.4861,0.8512,2,False
z,TNT/ULTRASPEC.z_filter,TNT,ULTRASPEC,9544.9,2656.9,0.8454,0.4861,0.8512,2,False
z,CSST/SC0-Phot.z_fil,CSST,CSS-OS,9408.3,2243.2,0.8462,0.5206,0.8790,0,False
z,CTIO/S-PLUS.z,CTIO,S-PLUS,8913.5,1170.2,0.8467,0.1862,0.8757,2,False
z,MMT/MMTCam.z,MMT,MMTCam,9331.5,2366.6,0.8523,0.5224,0.8838,0,False
z,P200/LFC.sdss_z,Palomar,LFC,8972.3,1354.5,0.8533,0.1698,0.8559,2,False
z,NOT/NOT.112,NOT,,9441.0,2612.5,0.8533,0.4864,0.8516,2,False
z,GTC/HIPERCAM.z_s,GTC,HiPERCAM,8989.2,941.3,0.8562,0.1996,0.8500,2,False
z,GTC/HIPERCAM.z_s_noatm,GTC,HiPERCAM,9001.8,1114.7,0.8571,0.1951,0.8517,2,False
z,CSST/SC0-Phot.z,CSST,CSS-OS,8979.9,1090.0,0.8575,0.1712,0.8486,2,False
z,LaSilla/GROND.z,La Silla,GROND,8927.5,1274.4,0.8618,0.2054,0.8727,2,False
z,GTC/HIPERCAM.z,GTC,HiPERCAM,9009.2,1129.2,0.8624,0.2046,0.8605,2,False
z,SOFIA/FPI.z_sdss,SOFIA,FPI,8931.4,1117.1,0.8627,0.2378,0.8757,2,False
z,SLOAN/SDSS.z,SLOAN,,8922.8,998.5,0.8628,0.2120,0.8789,2,False
z,GTC/HIPERCAM.z_noatm,GTC,HiPERCAM,9021.5,1188.7,0.8629,0.1998,0.8617,2,False
z,WIYN/NESSI.z,WIYN,NESSI,8972.7,1144.6,0.8633,0.2469,0.8769,2,False
z,SOFIA/HIPO.z_sdss_d675_alm,SOFIA,HIPO,9013.0,1459.3,0.8653,0.2026,0.8741,2,False
z,WHT/ULTRACAM.z_s_noatm,WHT,ULTRACAM,9111.7,1603.2,0.8665,0.2537,0.8854,1,False
z,WHT/ULTRACAM.z_noatm,WHT,ULTRACAM,9102.1,1685.5,0.8666,0.2538,0.8927,1,False
z,WHT/ULTRACAM.z_s,WHT,ULTRACAM,9101.3,1608.6,0.8668,0.2602,0.8853,2,False
z,SOFIA/HIPO.z_sdss_d675,SOFIA,HIPO,9097.4,1566.9,0.8672,0.2388,0.8866,2,False
z,WHT/ULTRACAM.z,WHT,ULTRACAM,9092.2,1689.7,0.8672,0.2604,0.8929,2,False
z,CSST/SC0-Phot.z_ccd,CSST,CSS-OS,9005.5,1209.0,0.8695,0.2215,0.8792,2,False
z,SkyMapper/SkyMapper.z,SkyMapper,SkyMapper,9120.3,850.9,0.8739,0.3290,0.9069,1,False
z,CAHA/Astralux.sdss_z,CAHA,Astralux,9066.6,937.9,0.8822,0.3211,0.9133,1,False
z,LCO/VisAO.zp,LCO,VisAO,9017.3,1163.0,0.8828,0.2605,0.9018,1,False
z,Paranal/FORS2.Gunn_z,Paranal,FORS2,9134.4,1414.6,0.8834,0.2823,0.9123,1,False
z,CAHA/Astralux.sdss_z_noatm,CAHA,Astralux,9081.7,1208.2,0.8838,0.3125,0.9162,1,False
z,OAO/KOOLS.sdss_z,OAO,KOOLS,9149.3,1439.0,0.8889,0.3596,0.9339,1,False
